pixel_ID,lat,lon,utm_n,utm_e,population,active
2166,-23.74237202,-46.41576344,7373578.114,355706.0268,188,N
2167,-23.74246156,-46.40595408,7373578.114,356706.0268,2413,Y
2168,-23.74255048,-46.39614467,7373578.114,357706.0268,4909,Y
2169,-23.74263878,-46.38633521,7373578.114,358706.0268,2083,Y
2170,-23.74272646,-46.37652571,7373578.114,359706.0268,2757,Y
2171,-23.74281351,-46.36671616,7373578.114,360706.0268,682,Y
2172,-23.74289995,-46.35690656,7373578.114,361706.0268,194,N
2173,-23.74298576,-46.34709691,7373578.114,362706.0268,2,N
2174,-23.74307094,-46.33728722,7373578.114,363706.0268,0,N
2175,-23.74315551,-46.32747749,7373578.114,364706.0268,0,N
2176,-23.74323945,-46.31766771,7373578.114,365706.0268,0,N
2177,-23.74332277,-46.30785788,7373578.114,366706.0268,0,N
2178,-23.74340547,-46.29804801,7373578.114,367706.0268,0,N
2179,-23.74348755,-46.2882381,7373578.114,368706.0268,8,N
2180,-23.743569,-46.27842814,7373578.114,369706.0268,10,N
2181,-23.74364984,-46.26861814,7373578.114,370706.0268,8,N
2182,-23.74373005,-46.25880809,7373578.114,371706.0268,3,N
2183,-23.74380963,-46.248998,7373578.114,372706.0268,0,N
2184,-23.7438886,-46.23918787,7373578.114,373706.0268,0,N
2185,-23.74396694,-46.2293777,7373578.114,374706.0268,0,N
2186,-23.74404466,-46.21956748,7373578.114,375706.0268,0,N
2187,-23.74412176,-46.20975723,7373578.114,376706.0268,4,N
2188,-23.74419824,-46.19994693,7373578.114,377706.0268,9,N
2189,-23.74427409,-46.19013659,7373578.114,378706.0268,2,N
2190,-23.74434932,-46.18032621,7373578.114,379706.0268,6,N
2191,-23.74442393,-46.17051579,7373578.114,380706.0268,0,N
2192,-23.74449792,-46.16070533,7373578.114,381706.0268,0,N
2193,-23.74457128,-46.15089483,7373578.114,382706.0268,0,N
2194,-23.74464402,-46.14108429,7373578.114,383706.0268,0,N
2195,-23.74471614,-46.13127371,7373578.114,384706.0268,0,N
2196,-23.74478764,-46.1214631,7373578.114,385706.0268,0,N
2197,-23.74485851,-46.11165244,7373578.114,386706.0268,0,N
2198,-23.74492876,-46.10184175,7373578.114,387706.0268,0,N
2199,-23.74499839,-46.09203102,7373578.114,388706.0268,0,N
2200,-23.72606056,-47.06291639,7374578.114,289706.0268,0,N
2201,-23.72619108,-47.05311161,7374578.114,290706.0268,0,N
2202,-23.72632098,-47.04330676,7374578.114,291706.0268,0,N
2203,-23.72645026,-47.03350183,7374578.114,292706.0268,0,N
2204,-23.72657891,-47.02369684,7374578.114,293706.0268,0,N
2205,-23.72670695,-47.01389178,7374578.114,294706.0268,0,N
2206,-23.72683436,-47.00408665,7374578.114,295706.0268,0,N
2207,-23.72696115,-46.99428145,7374578.114,296706.0268,0,N
2208,-23.72708732,-46.98447618,7374578.114,297706.0268,2,N
2209,-23.72721287,-46.97467085,7374578.114,298706.0268,2,N
2210,-23.7273378,-46.96486545,7374578.114,299706.0268,3,N
2211,-23.72746211,-46.95505998,7374578.114,300706.0268,5,N
2212,-23.7275858,-46.94525444,7374578.114,301706.0268,18,N
2213,-23.72770886,-46.93544884,7374578.114,302706.0268,3,N
2214,-23.72783131,-46.92564317,7374578.114,303706.0268,18,N
2215,-23.72795313,-46.91583744,7374578.114,304706.0268,197,N
2216,-23.72807434,-46.90603164,7374578.114,305706.0268,414,N
2217,-23.72819492,-46.89622578,7374578.114,306706.0268,630,N
2218,-23.72831488,-46.88641985,7374578.114,307706.0268,353,N
2219,-23.72843422,-46.87661386,7374578.114,308706.0268,169,N
2220,-23.72855294,-46.8668078,7374578.114,309706.0268,1008,N
2221,-23.72867103,-46.85700168,7374578.114,310706.0268,2021,Y
2222,-23.72878851,-46.8471955,7374578.114,311706.0268,1286,Y
2223,-23.72890536,-46.83738925,7374578.114,312706.0268,509,N
2224,-23.7290216,-46.82758294,7374578.114,313706.0268,492,N
2225,-23.72913721,-46.81777657,7374578.114,314706.0268,447,N
2226,-23.7292522,-46.80797014,7374578.114,315706.0268,784,N
2227,-23.72936657,-46.79816365,7374578.114,316706.0268,811,Y
2228,-23.72948032,-46.78835709,7374578.114,317706.0268,6836,Y
2229,-23.72959344,-46.77855047,7374578.114,318706.0268,3143,Y
2230,-23.72970595,-46.7687438,7374578.114,319706.0268,4016,Y
2231,-23.72981783,-46.75893706,7374578.114,320706.0268,4551,Y
2232,-23.72992909,-46.74913026,7374578.114,321706.0268,937,N
2233,-23.73003974,-46.7393234,7374578.114,322706.0268,8,N
2234,-23.73014976,-46.72951649,7374578.114,323706.0268,188,N
2235,-23.73025915,-46.71970951,7374578.114,324706.0268,1900,Y
2236,-23.73036793,-46.70990248,7374578.114,325706.0268,7817,Y
2237,-23.73047609,-46.70009538,7374578.114,326706.0268,15021,Y
2238,-23.73058362,-46.69028823,7374578.114,327706.0268,11565,Y
2239,-23.73069053,-46.68048103,7374578.114,328706.0268,6307,Y
2240,-23.73079682,-46.67067376,7374578.114,329706.0268,985,Y
2241,-23.73090249,-46.66086644,7374578.114,330706.0268,891,Y
2242,-23.73100754,-46.65105906,7374578.114,331706.0268,77,N
2243,-23.73111197,-46.64125163,7374578.114,332706.0268,42,N
2244,-23.73121577,-46.63144413,7374578.114,333706.0268,179,N
2245,-23.73131895,-46.62163659,7374578.114,334706.0268,6544,Y
2246,-23.73142152,-46.61182899,7374578.114,335706.0268,4440,Y
2247,-23.73152346,-46.60202133,7374578.114,336706.0268,3349,Y
2248,-23.73162477,-46.59221362,7374578.114,337706.0268,4208,Y
2249,-23.73172547,-46.58240585,7374578.114,338706.0268,6286,Y
2250,-23.73182555,-46.57259803,7374578.114,339706.0268,9346,Y
2251,-23.731925,-46.56279016,7374578.114,340706.0268,8280,Y
2252,-23.73202383,-46.55298223,7374578.114,341706.0268,4782,Y
2253,-23.73212204,-46.54317425,7374578.114,342706.0268,6935,Y
2254,-23.73221963,-46.53336622,7374578.114,343706.0268,10115,Y
2255,-23.7323166,-46.52355814,7374578.114,344706.0268,4844,Y
2256,-23.73241294,-46.51375,7374578.114,345706.0268,739,N
2257,-23.73250866,-46.50394181,7374578.114,346706.0268,6,N
2258,-23.73260377,-46.49413357,7374578.114,347706.0268,396,Y
2259,-23.73269825,-46.48432528,7374578.114,348706.0268,1996,Y
2260,-23.7327921,-46.47451694,7374578.114,349706.0268,6267,Y
2261,-23.73288534,-46.46470855,7374578.114,350706.0268,1624,N
2262,-23.73297795,-46.45490011,7374578.114,351706.0268,14,N
2263,-23.73306995,-46.44509162,7374578.114,352706.0268,192,N
2264,-23.73316132,-46.43528308,7374578.114,353706.0268,312,N
2265,-23.73325207,-46.42547449,7374578.114,354706.0268,221,Y
2266,-23.73334219,-46.41566585,7374578.114,355706.0268,867,Y
2267,-23.7334317,-46.40585717,7374578.114,356706.0268,1508,Y
2268,-23.73352058,-46.39604843,7374578.114,357706.0268,4084,Y
2269,-23.73360884,-46.38623965,7374578.114,358706.0268,334,Y
2270,-23.73369648,-46.37643082,7374578.114,359706.0268,723,N
2271,-23.7337835,-46.36662195,7374578.114,360706.0268,756,N
2272,-23.7338699,-46.35681302,7374578.114,361706.0268,139,N
2273,-23.73395567,-46.34700406,7374578.114,362706.0268,17,N
2274,-23.73404082,-46.33719504,7374578.114,363706.0268,0,N
2275,-23.73412535,-46.32738598,7374578.114,364706.0268,0,N
2276,-23.73420926,-46.31757688,7374578.114,365706.0268,0,N
2277,-23.73429254,-46.30776773,7374578.114,366706.0268,0,N
2278,-23.73437521,-46.29795853,7374578.114,367706.0268,0,N
2279,-23.73445725,-46.28814929,7374578.114,368706.0268,8,N
2280,-23.73453867,-46.27834001,7374578.114,369706.0268,9,N
2281,-23.73461947,-46.26853068,7374578.114,370706.0268,6,N
2282,-23.73469964,-46.25872131,7374578.114,371706.0268,3,N
2283,-23.7347792,-46.2489119,7374578.114,372706.0268,0,N
2284,-23.73485813,-46.23910245,7374578.114,373706.0268,0,N
2285,-23.73493644,-46.22929295,7374578.114,374706.0268,2,N
2286,-23.73501412,-46.21948341,7374578.114,375706.0268,9,N
2287,-23.73509119,-46.20967383,7374578.114,376706.0268,9,N
2288,-23.73516763,-46.19986421,7374578.114,377706.0268,9,N
2289,-23.73524345,-46.19005454,7374578.114,378706.0268,13,N
2290,-23.73531865,-46.18024484,7374578.114,379706.0268,7,N
2291,-23.73539323,-46.1704351,7374578.114,380706.0268,0,N
2292,-23.73546719,-46.16062531,7374578.114,381706.0268,0,N
2293,-23.73554052,-46.15081549,7374578.114,382706.0268,0,N
2294,-23.73561323,-46.14100563,7374578.114,383706.0268,0,N
2295,-23.73568532,-46.13119572,7374578.114,384706.0268,0,N
2296,-23.73575678,-46.12138578,7374578.114,385706.0268,0,N
2297,-23.73582763,-46.11157581,7374578.114,386706.0268,0,N
2298,-23.73589785,-46.10176579,7374578.114,387706.0268,0,N
2299,-23.73596745,-46.09195574,7374578.114,388706.0268,0,N
2300,-23.71703383,-47.06277433,7375578.114,289706.0268,0,N
2301,-23.71716429,-47.05297022,7375578.114,290706.0268,0,N
2302,-23.71729414,-47.04316604,7375578.114,291706.0268,0,N
2303,-23.71742336,-47.03336179,7375578.114,292706.0268,0,N
2304,-23.71755196,-47.02355747,7375578.114,293706.0268,0,N
2305,-23.71767994,-47.01375308,7375578.114,294706.0268,0,N
2306,-23.7178073,-47.00394862,7375578.114,295706.0268,0,N
2307,-23.71793403,-46.9941441,7375578.114,296706.0268,0,N
2308,-23.71806015,-46.98433951,7375578.114,297706.0268,5,N
2309,-23.71818565,-46.97453485,7375578.114,298706.0268,6,N
2310,-23.71831053,-46.96473012,7375578.114,299706.0268,2,N
2311,-23.71843478,-46.95492532,7375578.114,300706.0268,11,N
2312,-23.71855842,-46.94512046,7375578.114,301706.0268,17,N
2313,-23.71868143,-46.93531554,7375578.114,302706.0268,5,N
2314,-23.71880382,-46.92551054,7375578.114,303706.0268,16,N
2315,-23.71892559,-46.91570549,7375578.114,304706.0268,35,N
2316,-23.71904675,-46.90590036,7375578.114,305706.0268,508,N
2317,-23.71916728,-46.89609517,7375578.114,306706.0268,852,N
2318,-23.71928718,-46.88628992,7375578.114,307706.0268,691,Y
2319,-23.71940647,-46.8764846,7375578.114,308706.0268,359,N
2320,-23.71952514,-46.86667922,7375578.114,309706.0268,2239,Y
2321,-23.71964319,-46.85687377,7375578.114,310706.0268,5514,Y
2322,-23.71976061,-46.84706827,7375578.114,311706.0268,5423,Y
2323,-23.71987742,-46.83726269,7375578.114,312706.0268,824,Y
2324,-23.7199936,-46.82745706,7375578.114,313706.0268,746,N
2325,-23.72010916,-46.81765136,7375578.114,314706.0268,658,N
2326,-23.72022411,-46.80784561,7375578.114,315706.0268,642,Y
2327,-23.72033843,-46.79803979,7375578.114,316706.0268,1818,Y
2328,-23.72045213,-46.7882339,7375578.114,317706.0268,487,Y
2329,-23.7205652,-46.77842796,7375578.114,318706.0268,2840,Y
2330,-23.72067766,-46.76862196,7375578.114,319706.0268,6463,Y
2331,-23.7207895,-46.7588159,7375578.114,320706.0268,2821,Y
2332,-23.72090071,-46.74900977,7375578.114,321706.0268,519,Y
2333,-23.72101131,-46.73920359,7375578.114,322706.0268,3,N
2334,-23.72112128,-46.72939735,7375578.114,323706.0268,0,N
2335,-23.72123063,-46.71959105,7375578.114,324706.0268,424,Y
2336,-23.72133936,-46.70978469,7375578.114,325706.0268,7767,Y
2337,-23.72144747,-46.69997827,7375578.114,326706.0268,15399,Y
2338,-23.72155496,-46.6901718,7375578.114,327706.0268,12585,Y
2339,-23.72166183,-46.68036526,7375578.114,328706.0268,6940,Y
2340,-23.72176807,-46.67055867,7375578.114,329706.0268,1446,Y
2341,-23.7218737,-46.66075202,7375578.114,330706.0268,1224,N
2342,-23.7219787,-46.65094532,7375578.114,331706.0268,825,N
2343,-23.72208308,-46.64113856,7375578.114,332706.0268,439,N
2344,-23.72218684,-46.63133174,7375578.114,333706.0268,1885,Y
2345,-23.72228998,-46.62152487,7375578.114,334706.0268,12314,Y
2346,-23.7223925,-46.61171795,7375578.114,335706.0268,8219,Y
2347,-23.7224944,-46.60191096,7375578.114,336706.0268,3207,Y
2348,-23.72259567,-46.59210393,7375578.114,337706.0268,6737,Y
2349,-23.72269632,-46.58229684,7375578.114,338706.0268,14555,Y
2350,-23.72279636,-46.57248969,7375578.114,339706.0268,14252,Y
2351,-23.72289577,-46.56268249,7375578.114,340706.0268,17103,Y
2352,-23.72299456,-46.55287524,7375578.114,341706.0268,10490,Y
2353,-23.72309273,-46.54306794,7375578.114,342706.0268,7355,Y
2354,-23.72319027,-46.53326058,7375578.114,343706.0268,10321,Y
2355,-23.7232872,-46.52345317,7375578.114,344706.0268,14528,Y
2356,-23.7233835,-46.51364571,7375578.114,345706.0268,4161,N
2357,-23.72347918,-46.5038382,7375578.114,346706.0268,231,N
2358,-23.72357424,-46.49403063,7375578.114,347706.0268,548,N
2359,-23.72366868,-46.48422302,7375578.114,348706.0268,2184,Y
2360,-23.7237625,-46.47441535,7375578.114,349706.0268,1010,N
2361,-23.7238557,-46.46460764,7375578.114,350706.0268,26,N
2362,-23.72394827,-46.45479987,7375578.114,351706.0268,52,N
2363,-23.72404023,-46.44499205,7375578.114,352706.0268,65,N
2364,-23.72413156,-46.43518419,7375578.114,353706.0268,228,Y
2365,-23.72422227,-46.42537628,7375578.114,354706.0268,1353,Y
2366,-23.72431236,-46.41556831,7375578.114,355706.0268,1488,Y
2367,-23.72440182,-46.4057603,7375578.114,356706.0268,777,Y
2368,-23.72449067,-46.39595224,7375578.114,357706.0268,3647,Y
2369,-23.72457889,-46.38614414,7375578.114,358706.0268,1102,Y
2370,-23.72466649,-46.37633599,7375578.114,359706.0268,509,N
2371,-23.72475348,-46.36652779,7375578.114,360706.0268,250,N
2372,-23.72483983,-46.35671954,7375578.114,361706.0268,178,N
2373,-23.72492557,-46.34691125,7375578.114,362706.0268,119,N
2374,-23.72501069,-46.33710291,7375578.114,363706.0268,23,N
2375,-23.72509518,-46.32729452,7375578.114,364706.0268,11,N
2376,-23.72517905,-46.31748609,7375578.114,365706.0268,0,N
2377,-23.7252623,-46.30767762,7375578.114,366706.0268,0,N
2378,-23.72534493,-46.2978691,7375578.114,367706.0268,0,N
2379,-23.72542694,-46.28806054,7375578.114,368706.0268,12,N
2380,-23.72550832,-46.27825193,7375578.114,369706.0268,7,N
2381,-23.72558909,-46.26844328,7375578.114,370706.0268,0,N
2382,-23.72566923,-46.25863458,7375578.114,371706.0268,2,N
2383,-23.72574875,-46.24882585,7375578.114,372706.0268,1,N
2384,-23.72582765,-46.23901707,7375578.114,373706.0268,0,N
2385,-23.72590592,-46.22920824,7375578.114,374706.0268,7,N
2386,-23.72598358,-46.21939938,7375578.114,375706.0268,9,N
2387,-23.72606061,-46.20959047,7375578.114,376706.0268,14,N
2388,-23.72613702,-46.19978153,7375578.114,377706.0268,19,N
2389,-23.72621281,-46.18997254,7375578.114,378706.0268,41,N
2390,-23.72628797,-46.18016351,7375578.114,379706.0268,5,N
2391,-23.72636252,-46.17035444,7375578.114,380706.0268,0,N
2392,-23.72643644,-46.16054534,7375578.114,381706.0268,0,N
2393,-23.72650974,-46.15073619,7375578.114,382706.0268,0,N
2394,-23.72658242,-46.140927,7375578.114,383706.0268,0,N
2395,-23.72665448,-46.13111778,7375578.114,384706.0268,0,N
2396,-23.72672592,-46.12130851,7375578.114,385706.0268,0,N
2397,-23.72679673,-46.11149921,7375578.114,386706.0268,0,N
2398,-23.72686692,-46.10168987,7375578.114,387706.0268,0,N
2399,-23.72693649,-46.09188049,7375578.114,388706.0268,0,N
2400,-23.70800709,-47.06263233,7376578.114,289706.0268,0,N
2401,-23.70813749,-47.05282889,7376578.114,290706.0268,0,N
2402,-23.70826728,-47.04302539,7376578.114,291706.0268,0,N
2403,-23.70839645,-47.03322181,7376578.114,292706.0268,0,Y
2404,-23.70852499,-47.02341817,7376578.114,293706.0268,0,N
2405,-23.70865292,-47.01361445,7376578.114,294706.0268,0,N
2406,-23.70878022,-47.00381067,7376578.114,295706.0268,0,N
2407,-23.70890691,-46.99400682,7376578.114,296706.0268,0,N
2408,-23.70903297,-46.9842029,7376578.114,297706.0268,1,N
2409,-23.70915841,-46.97439891,7376578.114,298706.0268,5,N
2410,-23.70928324,-46.96459486,7376578.114,299706.0268,7,N
2411,-23.70940744,-46.95479074,7376578.114,300706.0268,7,N
2412,-23.70953102,-46.94498655,7376578.114,301706.0268,5,N
2413,-23.70965398,-46.9351823,7376578.114,302706.0268,4,N
2414,-23.70977632,-46.92537798,7376578.114,303706.0268,8,N
2415,-23.70989804,-46.9155736,7376578.114,304706.0268,16,N
2416,-23.71001914,-46.90576915,7376578.114,305706.0268,89,N
2417,-23.71013962,-46.89596463,7376578.114,306706.0268,189,N
2418,-23.71025948,-46.88616005,7376578.114,307706.0268,669,N
2419,-23.71037872,-46.87635541,7376578.114,308706.0268,800,N
2420,-23.71049733,-46.8665507,7376578.114,309706.0268,2012,Y
2421,-23.71061533,-46.85674593,7376578.114,310706.0268,6697,Y
2422,-23.71073271,-46.8469411,7376578.114,311706.0268,12258,Y
2423,-23.71084946,-46.8371362,7376578.114,312706.0268,477,Y
2424,-23.7109656,-46.82733124,7376578.114,313706.0268,583,Y
2425,-23.71108111,-46.81752622,7376578.114,314706.0268,410,N
2426,-23.711196,-46.80772113,7376578.114,315706.0268,909,Y
2427,-23.71131027,-46.79791599,7376578.114,316706.0268,2006,N
2428,-23.71142392,-46.78811078,7376578.114,317706.0268,2775,N
2429,-23.71153695,-46.77830551,7376578.114,318706.0268,2406,Y
2430,-23.71164936,-46.76850018,7376578.114,319706.0268,7,Y
2431,-23.71176115,-46.75869479,7376578.114,320706.0268,14,N
2432,-23.71187232,-46.74888935,7376578.114,321706.0268,248,N
2433,-23.71198287,-46.73908384,7376578.114,322706.0268,81,Y
2434,-23.71209279,-46.72927827,7376578.114,323706.0268,3,N
2435,-23.7122021,-46.71947264,7376578.114,324706.0268,438,N
2436,-23.71231078,-46.70966696,7376578.114,325706.0268,7850,Y
2437,-23.71241885,-46.69986122,7376578.114,326706.0268,13678,Y
2438,-23.71252629,-46.69005541,7376578.114,327706.0268,9920,Y
2439,-23.71263311,-46.68024956,7376578.114,328706.0268,3299,Y
2440,-23.71273931,-46.67044364,7376578.114,329706.0268,459,N
2441,-23.71284489,-46.66063767,7376578.114,330706.0268,1999,N
2442,-23.71294985,-46.65083164,7376578.114,331706.0268,2473,N
2443,-23.71305418,-46.64102555,7376578.114,332706.0268,1835,N
2444,-23.7131579,-46.63121941,7376578.114,333706.0268,5710,N
2445,-23.713261,-46.62141321,7376578.114,334706.0268,11308,Y
2446,-23.71336347,-46.61160696,7376578.114,335706.0268,12049,Y
2447,-23.71346532,-46.60180065,7376578.114,336706.0268,6635,Y
2448,-23.71356655,-46.59199429,7376578.114,337706.0268,13292,Y
2449,-23.71366717,-46.58218788,7376578.114,338706.0268,13763,Y
2450,-23.71376716,-46.57238141,7376578.114,339706.0268,8021,Y
2451,-23.71386652,-46.56257488,7376578.114,340706.0268,17127,Y
2452,-23.71396527,-46.5527683,7376578.114,341706.0268,12847,Y
2453,-23.7140634,-46.54296167,7376578.114,342706.0268,12722,Y
2454,-23.7141609,-46.53315499,7376578.114,343706.0268,12230,Y
2455,-23.71425779,-46.52334826,7376578.114,344706.0268,8712,Y
2456,-23.71435405,-46.51354147,7376578.114,345706.0268,3205,Y
2457,-23.71444969,-46.50373463,7376578.114,346706.0268,3046,Y
2458,-23.71454471,-46.49392774,7376578.114,347706.0268,1488,Y
2459,-23.71463911,-46.4841208,7376578.114,348706.0268,450,N
2460,-23.71473289,-46.47431381,7376578.114,349706.0268,257,N
2461,-23.71482605,-46.46450677,7376578.114,350706.0268,86,N
2462,-23.71491858,-46.45469968,7376578.114,351706.0268,104,N
2463,-23.71501049,-46.44489254,7376578.114,352706.0268,177,N
2464,-23.71510179,-46.43508535,7376578.114,353706.0268,766,Y
2465,-23.71519246,-46.42527811,7376578.114,354706.0268,2536,Y
2466,-23.71528251,-46.41547082,7376578.114,355706.0268,3161,Y
2467,-23.71537194,-46.40566349,7376578.114,356706.0268,1445,Y
2468,-23.71546075,-46.3958561,7376578.114,357706.0268,2317,Y
2469,-23.71554893,-46.38604867,7376578.114,358706.0268,757,Y
2470,-23.7156365,-46.3762412,7376578.114,359706.0268,489,N
2471,-23.71572344,-46.36643367,7376578.114,360706.0268,196,N
2472,-23.71580976,-46.3566261,7376578.114,361706.0268,340,N
2473,-23.71589546,-46.34681848,7376578.114,362706.0268,106,N
2474,-23.71598054,-46.33701082,7376578.114,363706.0268,82,N
2475,-23.716065,-46.32720311,7376578.114,364706.0268,53,N
2476,-23.71614884,-46.31739535,7376578.114,365706.0268,0,N
2477,-23.71623205,-46.30758755,7376578.114,366706.0268,2,N
2478,-23.71631464,-46.29777971,7376578.114,367706.0268,3,N
2479,-23.71639662,-46.28797182,7376578.114,368706.0268,39,N
2480,-23.71647797,-46.27816389,7376578.114,369706.0268,8,N
2481,-23.71655869,-46.26835591,7376578.114,370706.0268,3,N
2482,-23.7166388,-46.25854789,7376578.114,371706.0268,17,N
2483,-23.71671829,-46.24873983,7376578.114,372706.0268,10,N
2484,-23.71679715,-46.23893173,7376578.114,373706.0268,0,N
2485,-23.71687539,-46.22912358,7376578.114,374706.0268,1,N
2486,-23.71695302,-46.21931539,7376578.114,375706.0268,7,N
2487,-23.71703002,-46.20950716,7376578.114,376706.0268,33,N
2488,-23.71710639,-46.19969889,7376578.114,377706.0268,52,N
2489,-23.71718215,-46.18989058,7376578.114,378706.0268,29,N
2490,-23.71725729,-46.18008223,7376578.114,379706.0268,2,N
2491,-23.7173318,-46.17027383,7376578.114,380706.0268,0,N
2492,-23.71740569,-46.1604654,7376578.114,381706.0268,0,N
2493,-23.71747896,-46.15065693,7376578.114,382706.0268,0,N
2494,-23.71755161,-46.14084841,7376578.114,383706.0268,0,N
2495,-23.71762364,-46.13103986,7376578.114,384706.0268,0,N
2496,-23.71769504,-46.12123127,7376578.114,385706.0268,0,N
2497,-23.71776582,-46.11142265,7376578.114,386706.0268,0,N
2498,-23.71783599,-46.10161398,7376578.114,387706.0268,0,N
2499,-23.71790553,-46.09180528,7376578.114,388706.0268,0,N
2500,-23.69898033,-47.0624904,7377578.114,289706.0268,0,N
2501,-23.69911068,-47.05268764,7377578.114,290706.0268,0,N
2502,-23.69924041,-47.04288481,7377578.114,291706.0268,0,N
2503,-23.69936952,-47.0330819,7377578.114,292706.0268,0,Y
2504,-23.69949801,-47.02327893,7377578.114,293706.0268,0,Y
2505,-23.69962589,-47.01347589,7377578.114,294706.0268,0,N
2506,-23.69975314,-47.00367278,7377578.114,295706.0268,0,N
2507,-23.69987977,-46.99386961,7377578.114,296706.0268,0,N
2508,-23.70000578,-46.98406636,7377578.114,297706.0268,1,N
2509,-23.70013117,-46.97426305,7377578.114,298706.0268,3,N
2510,-23.70025594,-46.96445967,7377578.114,299706.0268,6,N
2511,-23.70038009,-46.95465622,7377578.114,300706.0268,7,N
2512,-23.70050361,-46.94485271,7377578.114,301706.0268,5,N
2513,-23.70062652,-46.93504913,7377578.114,302706.0268,10,N
2514,-23.70074881,-46.92524548,7377578.114,303706.0268,21,N
2515,-23.70087048,-46.91544177,7377578.114,304706.0268,34,N
2516,-23.70099153,-46.905638,7377578.114,305706.0268,75,N
2517,-23.70111196,-46.89583416,7377578.114,306706.0268,365,N
2518,-23.70123176,-46.88603025,7377578.114,307706.0268,533,N
2519,-23.70135095,-46.87622628,7377578.114,308706.0268,339,N
2520,-23.70146952,-46.86642225,7377578.114,309706.0268,2697,Y
2521,-23.70158746,-46.85661815,7377578.114,310706.0268,6039,Y
2522,-23.70170479,-46.84681399,7377578.114,311706.0268,1923,Y
2523,-23.70182149,-46.83700976,7377578.114,312706.0268,493,N
2524,-23.70193758,-46.82720548,7377578.114,313706.0268,685,Y
2525,-23.70205304,-46.81740113,7377578.114,314706.0268,882,N
2526,-23.70216789,-46.80759672,7377578.114,315706.0268,1521,Y
2527,-23.70228211,-46.79779225,7377578.114,316706.0268,6602,Y
2528,-23.70239571,-46.78798772,7377578.114,317706.0268,9406,Y
2529,-23.70250869,-46.77818312,7377578.114,318706.0268,4579,Y
2530,-23.70262105,-46.76837847,7377578.114,319706.0268,2814,Y
2531,-23.7027328,-46.75857375,7377578.114,320706.0268,2147,Y
2532,-23.70284392,-46.74876898,7377578.114,321706.0268,1538,Y
2533,-23.70295442,-46.73896414,7377578.114,322706.0268,312,Y
2534,-23.70306429,-46.72915925,7377578.114,323706.0268,7,N
2535,-23.70317355,-46.7193543,7377578.114,324706.0268,805,N
2536,-23.70328219,-46.70954929,7377578.114,325706.0268,6132,Y
2537,-23.70339021,-46.69974422,7377578.114,326706.0268,12653,Y
2538,-23.7034976,-46.68993909,7377578.114,327706.0268,7111,Y
2539,-23.70360438,-46.68013391,7377578.114,328706.0268,2165,Y
2540,-23.70371054,-46.67032866,7377578.114,329706.0268,5628,N
2541,-23.70381607,-46.66052337,7377578.114,330706.0268,3091,N
2542,-23.70392098,-46.65071801,7377578.114,331706.0268,7566,Y
2543,-23.70402528,-46.6409126,7377578.114,332706.0268,7281,N
2544,-23.70412895,-46.63110713,7377578.114,333706.0268,11751,N
2545,-23.704232,-46.62130161,7377578.114,334706.0268,16160,Y
2546,-23.70433443,-46.61149603,7377578.114,335706.0268,15833,Y
2547,-23.70443624,-46.6016904,7377578.114,336706.0268,9546,Y
2548,-23.70453743,-46.59188471,7377578.114,337706.0268,15681,Y
2549,-23.704638,-46.58207897,7377578.114,338706.0268,14125,Y
2550,-23.70473794,-46.57227317,7377578.114,339706.0268,9495,Y
2551,-23.70483727,-46.56246732,7377578.114,340706.0268,19772,Y
2552,-23.70493597,-46.55266142,7377578.114,341706.0268,15145,Y
2553,-23.70503406,-46.54285547,7377578.114,342706.0268,11223,Y
2554,-23.70513152,-46.53304946,7377578.114,343706.0268,9376,Y
2555,-23.70522837,-46.5232434,7377578.114,344706.0268,4963,Y
2556,-23.70532459,-46.51343728,7377578.114,345706.0268,9898,Y
2557,-23.70542019,-46.50363112,7377578.114,346706.0268,7731,Y
2558,-23.70551517,-46.49382491,7377578.114,347706.0268,5192,Y
2559,-23.70560953,-46.48401864,7377578.114,348706.0268,333,N
2560,-23.70570326,-46.47421232,7377578.114,349706.0268,379,Y
2561,-23.70579638,-46.46440596,7377578.114,350706.0268,424,N
2562,-23.70588888,-46.45459954,7377578.114,351706.0268,1189,Y
2563,-23.70598075,-46.44479307,7377578.114,352706.0268,250,N
2564,-23.70607201,-46.43498656,7377578.114,353706.0268,1039,Y
2565,-23.70616264,-46.42518,7377578.114,354706.0268,2223,Y
2566,-23.70625265,-46.41537338,7377578.114,355706.0268,2852,Y
2567,-23.70634204,-46.40556672,7377578.114,356706.0268,2865,Y
2568,-23.70643081,-46.39576001,7377578.114,357706.0268,2251,Y
2569,-23.70651896,-46.38595326,7377578.114,358706.0268,1189,Y
2570,-23.70660649,-46.37614645,7377578.114,359706.0268,876,Y
2571,-23.70669339,-46.3663396,7377578.114,360706.0268,392,Y
2572,-23.70677968,-46.35653271,7377578.114,361706.0268,166,N
2573,-23.70686534,-46.34672576,7377578.114,362706.0268,26,N
2574,-23.70695039,-46.33691877,7377578.114,363706.0268,25,N
2575,-23.70703481,-46.32711174,7377578.114,364706.0268,34,N
2576,-23.70711861,-46.31730466,7377578.114,365706.0268,4,N
2577,-23.70720179,-46.30749753,7377578.114,366706.0268,5,N
2578,-23.70728435,-46.29769036,7377578.114,367706.0268,12,N
2579,-23.70736628,-46.28788315,7377578.114,368706.0268,67,N
2580,-23.7074476,-46.27807589,7377578.114,369706.0268,23,N
