lat,lon,population
37.5875,-121.9791667,4
37.5875,-121.9708333,0
37.5875,-121.9625,200
37.5875,-121.9541667,17
37.5875,-121.9458333,0
37.5875,-121.9375,0
37.5875,-121.9291667,0
37.57916667,-122.4458333,0
37.57916667,-122.4375,0
37.57916667,-122.4291667,0
37.57916667,-122.4208333,0
37.57916667,-122.4125,4
37.57916667,-122.4041667,415
37.57916667,-122.3958333,822
37.57916667,-122.3875,651
37.57916667,-122.3791667,1220
37.57916667,-122.3708333,1139
37.57916667,-122.3625,1347
37.57916667,-122.3541667,3199
37.57916667,-122.3458333,4310
37.57916667,-122.3375,2914
37.57916667,-122.3291667,4232
37.57916667,-122.3208333,2479
37.57916667,-122.3125,1145
37.57916667,-122.3041667,14
37.57916667,-122.2625,9
37.57916667,-122.2541667,18
37.57916667,-122.1375,0
37.57916667,-122.1291667,0
37.57916667,-122.1208333,0
37.57916667,-122.1125,7
37.57916667,-122.1041667,45
37.57916667,-122.0958333,55
37.57916667,-122.0875,197
37.57916667,-122.0791667,1749
37.57916667,-122.0708333,2010
37.57916667,-122.0625,1970
37.57916667,-122.0541667,1218
37.57916667,-122.0458333,1745
37.57916667,-122.0375,1966
37.57916667,-122.0291667,1766
37.57916667,-122.0208333,1578
37.57916667,-122.0125,814
37.57916667,-122.0041667,314
37.57916667,-121.9958333,1419
37.57916667,-121.9875,1175
37.57916667,-121.9791667,654
37.57916667,-121.9708333,333
37.57916667,-121.9625,845
37.57916667,-121.9541667,0
37.57916667,-121.9458333,0
37.57916667,-121.9375,0
37.57916667,-121.9291667,4
37.57916667,-121.9208333,0
37.57083333,-122.4375,0
37.57083333,-122.4291667,0
37.57083333,-122.4208333,0
37.57083333,-122.4125,0
37.57083333,-122.4041667,14
37.57083333,-122.3958333,426
37.57083333,-122.3875,521
37.57083333,-122.3791667,278
37.57083333,-122.3708333,382
37.57083333,-122.3625,432
37.57083333,-122.3541667,641
37.57083333,-122.3458333,1566
37.57083333,-122.3375,2403
37.57083333,-122.3291667,4233
37.57083333,-122.3208333,4409
37.57083333,-122.3125,2615
37.57083333,-122.3041667,2024
37.57083333,-122.2958333,491
37.57083333,-122.2875,435
37.57083333,-122.2791667,1735
37.57083333,-122.2708333,1577
37.57083333,-122.2625,1591
37.57083333,-122.2541667,690
37.57083333,-122.1375,2
37.57083333,-122.1291667,12
37.57083333,-122.1208333,16
37.57083333,-122.1125,38
37.57083333,-122.1041667,45
37.57083333,-122.0958333,42
37.57083333,-122.0875,27
37.57083333,-122.0791667,939
37.57083333,-122.0708333,2815
37.57083333,-122.0625,795
37.57083333,-122.0541667,2483
37.57083333,-122.0458333,2028
37.57083333,-122.0375,2189
37.57083333,-122.0291667,1634
37.57083333,-122.0208333,1622
37.57083333,-122.0125,1115
37.57083333,-122.0041667,414
37.57083333,-121.9958333,133
37.57083333,-121.9875,414
37.57083333,-121.9791667,624
37.57083333,-121.9708333,1010
37.57083333,-121.9625,1510
37.57083333,-121.9541667,70
37.57083333,-121.9458333,4
37.57083333,-121.9375,6
37.57083333,-121.9291667,10
37.57083333,-121.9208333,3
37.57083333,-121.9125,0
37.5625,-122.4291667,0
37.5625,-122.4208333,0
37.5625,-122.4125,0
37.5625,-122.4041667,0
37.5625,-122.3958333,11
37.5625,-122.3875,183
37.5625,-122.3791667,393
37.5625,-122.3708333,274
37.5625,-122.3625,572
37.5625,-122.3541667,667
37.5625,-122.3458333,703
37.5625,-122.3375,645
37.5625,-122.3291667,3746
37.5625,-122.3208333,4129
37.5625,-122.3125,2517
37.5625,-122.3041667,2342
37.5625,-122.2958333,2168
37.5625,-122.2875,2365
37.5625,-122.2791667,3857
37.5625,-122.2708333,1825
37.5625,-122.2625,2151
37.5625,-122.2541667,1658
37.5625,-122.2458333,747
37.5625,-122.1291667,5
37.5625,-122.1208333,5
37.5625,-122.1125,0
37.5625,-122.1041667,24
37.5625,-122.0958333,11
37.5625,-122.0875,14
37.5625,-122.0791667,75
37.5625,-122.0708333,184
37.5625,-122.0625,953
37.5625,-122.0541667,3483
37.5625,-122.0458333,2366
37.5625,-122.0375,982
37.5625,-122.0291667,2175
37.5625,-122.0208333,3563
37.5625,-122.0125,1424
37.5625,-122.0041667,2474
37.5625,-121.9958333,1276
37.5625,-121.9875,2023
37.5625,-121.9791667,1933
37.5625,-121.9708333,2637
37.5625,-121.9625,1040
37.5625,-121.9541667,1256
37.5625,-121.9458333,89
37.5625,-121.9375,0
37.5625,-121.9291667,13
37.5625,-121.9208333,36
37.5625,-121.9125,7
37.55416667,-122.4208333,0
37.55416667,-122.4125,0
37.55416667,-122.4041667,0
37.55416667,-122.3958333,0
37.55416667,-122.3875,6
37.55416667,-122.3791667,128
37.55416667,-122.3708333,441
37.55416667,-122.3625,254
37.55416667,-122.3541667,376
37.55416667,-122.3458333,401
37.55416667,-122.3375,994
37.55416667,-122.3291667,2096
37.55416667,-122.3208333,2750
37.55416667,-122.3125,3231
37.55416667,-122.3041667,2297
37.55416667,-122.2958333,2038
37.55416667,-122.2875,1665
37.55416667,-122.2791667,3202
37.55416667,-122.2708333,1691
37.55416667,-122.2625,2656
37.55416667,-122.2541667,2331
37.55416667,-122.2458333,209
37.55416667,-122.1291667,0
37.55416667,-122.1208333,0
37.55416667,-122.1125,0
37.55416667,-122.1041667,11
37.55416667,-122.0958333,0
37.55416667,-122.0875,0
37.55416667,-122.0791667,0
37.55416667,-122.0708333,95
37.55416667,-122.0625,975
37.55416667,-122.0541667,704
37.55416667,-122.0458333,1246
37.55416667,-122.0375,1083
37.55416667,-122.0291667,1625
37.55416667,-122.0208333,2438
37.55416667,-122.0125,3538
37.55416667,-122.0041667,3724
37.55416667,-121.9958333,3040
37.55416667,-121.9875,3776
37.55416667,-121.9791667,3686
37.55416667,-121.9708333,3076
37.55416667,-121.9625,772
37.55416667,-121.9541667,825
37.55416667,-121.9458333,1735
37.55416667,-121.9375,416
37.55416667,-121.9291667,3
37.55416667,-121.9208333,60
37.55416667,-121.9125,24
37.55416667,-121.9041667,1
37.54583333,-122.4125,0
37.54583333,-122.4041667,0
37.54583333,-122.3958333,0
37.54583333,-122.3875,0
37.54583333,-122.3791667,3
37.54583333,-122.3708333,352
37.54583333,-122.3625,445
37.54583333,-122.3541667,332
37.54583333,-122.3458333,137
37.54583333,-122.3375,585
37.54583333,-122.3291667,1010
37.54583333,-122.3208333,1978
37.54583333,-122.3125,2524
37.54583333,-122.3041667,2853
37.54583333,-122.2958333,2044
37.54583333,-122.2875,2517
37.54583333,-122.2791667,1874
37.54583333,-122.2708333,2091
37.54583333,-122.2625,1606
37.54583333,-122.2541667,683
37.54583333,-122.2458333,335
37.54583333,-122.2375,1339
37.54583333,-122.2291667,218
37.54583333,-122.2208333,12
37.54583333,-122.1208333,0
37.54583333,-122.1125,0
37.54583333,-122.1041667,0
37.54583333,-122.0958333,0
37.54583333,-122.0875,0
37.54583333,-122.0791667,14
37.54583333,-122.0708333,163
37.54583333,-122.0625,348
37.54583333,-122.0541667,1234
37.54583333,-122.0458333,2294
37.54583333,-122.0375,1617
37.54583333,-122.0291667,2035
37.54583333,-122.0208333,1477
37.54583333,-122.0125,1803
37.54583333,-122.0041667,1592
37.54583333,-121.9958333,1841
37.54583333,-121.9875,2272
37.54583333,-121.9791667,4063
37.54583333,-121.9708333,2542
37.54583333,-121.9625,546
37.54583333,-121.9541667,815
37.54583333,-121.9458333,1319
37.54583333,-121.9375,2751
37.54583333,-121.9291667,443
37.54583333,-121.9208333,48
37.54583333,-121.9125,9
37.54583333,-121.9041667,0
37.54583333,-121.8958333,0
37.5375,-122.4041667,0
37.5375,-122.3958333,0
37.5375,-122.3875,4
37.5375,-122.3791667,0
37.5375,-122.3708333,24
37.5375,-122.3625,271
37.5375,-122.3541667,422
37.5375,-122.3458333,335
37.5375,-122.3375,1258
37.5375,-122.3291667,1619
37.5375,-122.3208333,1298
37.5375,-122.3125,1827
37.5375,-122.3041667,3222
37.5375,-122.2958333,2384
37.5375,-122.2875,2424
37.5375,-122.2791667,1569
37.5375,-122.2708333,1777
37.5375,-122.2625,1385
37.5375,-122.2541667,1053
37.5375,-122.2458333,1444
37.5375,-122.2375,1901
37.5375,-122.2291667,71
37.5375,-122.2208333,96
37.5375,-122.2125,61
37.5375,-122.2041667,36
37.5375,-122.1125,0
37.5375,-122.1041667,0
37.5375,-122.0958333,0
37.5375,-122.0875,0
37.5375,-122.0791667,9
37.5375,-122.0708333,23
37.5375,-122.0625,458
37.5375,-122.0541667,1782
37.5375,-122.0458333,1742
37.5375,-122.0375,2648
37.5375,-122.0291667,2318
37.5375,-122.0208333,1653
37.5375,-122.0125,1300
37.5375,-122.0041667,1386
37.5375,-121.9958333,1833
37.5375,-121.9875,2601
37.5375,-121.9791667,2625
37.5375,-121.9708333,2731
37.5375,-121.9625,2807
37.5375,-121.9541667,1854
37.5375,-121.9458333,2157
37.5375,-121.9375,1208
37.5375,-121.9291667,1099
37.5375,-121.9208333,1397
37.5375,-121.9125,57
37.5375,-121.9041667,0
37.5375,-121.8958333,5
