lat,lon,population
-23.39583333,-46.45416667,2120
-23.39583333,-46.44583333,1817
-23.39583333,-46.4375,6690
-23.39583333,-46.42916667,3326
-23.39583333,-46.42083333,6739
-23.39583333,-46.4125,147
-23.39583333,-46.40416667,160
-23.39583333,-46.39583333,3275
-23.39583333,-46.3875,659
-23.39583333,-46.37916667,47
-23.39583333,-46.37083333,585
-23.39583333,-46.3625,543
-23.39583333,-46.35416667,65
-23.39583333,-46.34583333,167
-23.39583333,-46.3375,814
-23.39583333,-46.32916667,778
-23.39583333,-46.32083333,11639
-23.39583333,-46.3125,3512
-23.39583333,-46.30416667,458
-23.39583333,-46.29583333,167
-23.39583333,-46.2875,167
-23.39583333,-46.27916667,1148
-23.39583333,-46.27083333,225
-23.39583333,-46.2625,10
-23.39583333,-46.25416667,7
-23.39583333,-46.24583333,6
-23.39583333,-46.2375,17
-23.39583333,-46.22916667,105
-23.39583333,-46.22083333,94
-23.39583333,-46.2125,21
-23.39583333,-46.20416667,9
-23.39583333,-46.19583333,59
-23.39583333,-46.1875,138
-23.39583333,-46.17916667,83
-23.39583333,-46.17083333,33
-23.39583333,-46.1625,17
-23.39583333,-46.15416667,8
-23.39583333,-46.14583333,7
-23.39583333,-46.1375,7
-23.39583333,-46.12916667,2
-23.39583333,-46.12083333,15
-23.39583333,-46.1125,27
-23.40416667,-46.97916667,45
-23.40416667,-46.97083333,83
-23.40416667,-46.9625,83
-23.40416667,-46.95416667,703
-23.40416667,-46.94583333,0
-23.40416667,-46.9375,6
-23.40416667,-46.92916667,24
-23.40416667,-46.92083333,202
-23.40416667,-46.9125,403
-23.40416667,-46.90416667,4139
-23.40416667,-46.89583333,2690
-23.40416667,-46.8875,1420
-23.40416667,-46.87916667,1814
-23.40416667,-46.87083333,338
-23.40416667,-46.8625,169
-23.40416667,-46.85416667,857
-23.40416667,-46.84583333,1376
-23.40416667,-46.8375,696
-23.40416667,-46.82916667,282
-23.40416667,-46.82083333,0
-23.40416667,-46.8125,0
-23.40416667,-46.80416667,0
-23.40416667,-46.79583333,0
-23.40416667,-46.7875,2
-23.40416667,-46.77916667,0
-23.40416667,-46.77083333,468
-23.40416667,-46.7625,3546
-23.40416667,-46.75416667,5286
-23.40416667,-46.74583333,6238
-23.40416667,-46.7375,2110
-23.40416667,-46.72916667,155
-23.40416667,-46.72083333,643
-23.40416667,-46.7125,65
-23.40416667,-46.70416667,50
-23.40416667,-46.69583333,44
-23.40416667,-46.6875,341
-23.40416667,-46.67916667,389
-23.40416667,-46.67083333,58
-23.40416667,-46.6625,57
-23.40416667,-46.65416667,36
-23.40416667,-46.64583333,200
-23.40416667,-46.6375,15
-23.40416667,-46.62916667,182
-23.40416667,-46.62083333,8
-23.40416667,-46.6125,1
-23.40416667,-46.60416667,13
-23.40416667,-46.59583333,20
-23.40416667,-46.5875,165
-23.40416667,-46.57916667,686
-23.40416667,-46.57083333,118
-23.40416667,-46.5625,0
-23.40416667,-46.55416667,52
-23.40416667,-46.54583333,60
-23.40416667,-46.5375,3287
-23.40416667,-46.52916667,2599
-23.40416667,-46.52083333,3741
-23.40416667,-46.5125,4319
-23.40416667,-46.50416667,1254
-23.40416667,-46.49583333,2773
-23.40416667,-46.4875,3198
-23.40416667,-46.47916667,7727
-23.40416667,-46.47083333,7016
-23.40416667,-46.4625,4107
-23.40416667,-46.45416667,6952
-23.40416667,-46.44583333,4857
-23.40416667,-46.4375,4833
-23.40416667,-46.42916667,2077
-23.40416667,-46.42083333,4868
-23.40416667,-46.4125,3739
-23.40416667,-46.40416667,3147
-23.40416667,-46.39583333,5443
-23.40416667,-46.3875,2674
-23.40416667,-46.37916667,74
-23.40416667,-46.37083333,1531
-23.40416667,-46.3625,1322
-23.40416667,-46.35416667,1241
-23.40416667,-46.34583333,1716
-23.40416667,-46.3375,1872
-23.40416667,-46.32916667,578
-23.40416667,-46.32083333,1931
-23.40416667,-46.3125,1002
-23.40416667,-46.30416667,195
-23.40416667,-46.29583333,1253
-23.40416667,-46.2875,334
-23.40416667,-46.27916667,940
-23.40416667,-46.27083333,93
-23.40416667,-46.2625,9
-23.40416667,-46.25416667,0
-23.40416667,-46.24583333,6
-23.40416667,-46.2375,17
-23.40416667,-46.22916667,48
-23.40416667,-46.22083333,53
-23.40416667,-46.2125,10
-23.40416667,-46.20416667,223
-23.40416667,-46.19583333,31
-23.40416667,-46.1875,16
-23.40416667,-46.17916667,17
-23.40416667,-46.17083333,17
-23.40416667,-46.1625,17
-23.40416667,-46.15416667,0
-23.40416667,-46.14583333,2
-23.40416667,-46.1375,2
-23.40416667,-46.12916667,1
-23.40416667,-46.12083333,2
-23.40416667,-46.1125,6
-23.4125,-46.97916667,2816
-23.4125,-46.97083333,212
-23.4125,-46.9625,314
-23.4125,-46.95416667,62
-23.4125,-46.94583333,280
-23.4125,-46.9375,8
-23.4125,-46.92916667,109
-23.4125,-46.92083333,8
-23.4125,-46.9125,36
-23.4125,-46.90416667,1062
-23.4125,-46.89583333,2310
-23.4125,-46.8875,5590
-23.4125,-46.87916667,3360
-23.4125,-46.87083333,461
-23.4125,-46.8625,191
-23.4125,-46.85416667,1526
-23.4125,-46.84583333,2784
-23.4125,-46.8375,874
-23.4125,-46.82916667,4446
-23.4125,-46.82083333,149
-23.4125,-46.8125,200
-23.4125,-46.80416667,21
-23.4125,-46.79583333,0
-23.4125,-46.7875,0
-23.4125,-46.77916667,8
-23.4125,-46.77083333,32
-23.4125,-46.7625,0
-23.4125,-46.75416667,6627
-23.4125,-46.74583333,7998
-23.4125,-46.7375,2748
-23.4125,-46.72916667,378
-23.4125,-46.72083333,0
-23.4125,-46.7125,0
-23.4125,-46.70416667,7
-23.4125,-46.69583333,11
-23.4125,-46.6875,16
-23.4125,-46.67916667,19
-23.4125,-46.67083333,117
-23.4125,-46.6625,164
-23.4125,-46.65416667,146
-23.4125,-46.64583333,146
-23.4125,-46.6375,3
-23.4125,-46.62916667,4
-23.4125,-46.62083333,4
-23.4125,-46.6125,35
-23.4125,-46.60416667,29
-23.4125,-46.59583333,55
-23.4125,-46.5875,53
-23.4125,-46.57916667,858
-23.4125,-46.57083333,24
-23.4125,-46.5625,127
-23.4125,-46.55416667,351
-23.4125,-46.54583333,361
-23.4125,-46.5375,361
-23.4125,-46.52916667,209
-23.4125,-46.52083333,474
-23.4125,-46.5125,3263
-23.4125,-46.50416667,7284
-23.4125,-46.49583333,8234
-23.4125,-46.4875,1988
-23.4125,-46.47916667,2300
-23.4125,-46.47083333,2971
-23.4125,-46.4625,3938
-23.4125,-46.45416667,8093
-23.4125,-46.44583333,2386
-23.4125,-46.4375,1502
-23.4125,-46.42916667,1265
-23.4125,-46.42083333,3458
-23.4125,-46.4125,2197
-23.4125,-46.40416667,2500
-23.4125,-46.39583333,860
-23.4125,-46.3875,1984
-23.4125,-46.37916667,881
-23.4125,-46.37083333,1670
-23.4125,-46.3625,248
-23.4125,-46.35416667,260
-23.4125,-46.34583333,181
-23.4125,-46.3375,172
-23.4125,-46.32916667,919
-23.4125,-46.32083333,739
-23.4125,-46.3125,204
-23.4125,-46.30416667,162
-23.4125,-46.29583333,1044
-23.4125,-46.2875,153
-23.4125,-46.27916667,167
-23.4125,-46.27083333,102
-23.4125,-46.2625,46
-23.4125,-46.25416667,9
-23.4125,-46.24583333,2
-23.4125,-46.2375,3
-23.4125,-46.22916667,8
-23.4125,-46.22083333,45
-23.4125,-46.2125,41
-23.4125,-46.20416667,123
-23.4125,-46.19583333,16
-23.4125,-46.1875,33
-23.4125,-46.17916667,74
-23.4125,-46.17083333,16
-23.4125,-46.1625,33
-23.4125,-46.15416667,7
-23.4125,-46.14583333,6
-23.4125,-46.1375,0
-23.4125,-46.12916667,1
-23.4125,-46.12083333,3
-23.4125,-46.1125,3
-23.42083333,-46.97916667,826
-23.42083333,-46.97083333,0
-23.42083333,-46.9625,44
-23.42083333,-46.95416667,40
-23.42083333,-46.94583333,246
-23.42083333,-46.9375,2
-23.42083333,-46.92916667,45
-23.42083333,-46.92083333,40
-23.42083333,-46.9125,45
-23.42083333,-46.90416667,45
-23.42083333,-46.89583333,54
-23.42083333,-46.8875,54
-23.42083333,-46.87916667,32
-23.42083333,-46.87083333,52
-23.42083333,-46.8625,1810
-23.42083333,-46.85416667,15450
-23.42083333,-46.84583333,1376
-23.42083333,-46.8375,539
-23.42083333,-46.82916667,2004
-23.42083333,-46.82083333,243
-23.42083333,-46.8125,221
-23.42083333,-46.80416667,35
-23.42083333,-46.79583333,64
-23.42083333,-46.7875,2
-23.42083333,-46.77916667,120
-23.42083333,-46.77083333,155
-23.42083333,-46.7625,25
-23.42083333,-46.75416667,0
-23.42083333,-46.74583333,248
-23.42083333,-46.7375,154
-23.42083333,-46.72916667,669
-23.42083333,-46.72083333,408
-23.42083333,-46.7125,396
-23.42083333,-46.70416667,1735
-23.42083333,-46.69583333,0
-23.42083333,-46.6875,0
-23.42083333,-46.67916667,0
-23.42083333,-46.67083333,0
-23.42083333,-46.6625,255
-23.42083333,-46.65416667,364
-23.42083333,-46.64583333,1
-23.42083333,-46.6375,1
-23.42083333,-46.62916667,2
-23.42083333,-46.62083333,95
-23.42083333,-46.6125,40
-23.42083333,-46.60416667,31
-23.42083333,-46.59583333,0
-23.42083333,-46.5875,3597
-23.42083333,-46.57916667,630
-23.42083333,-46.57083333,446
-23.42083333,-46.5625,639
-23.42083333,-46.55416667,3952
-23.42083333,-46.54583333,2295
-23.42083333,-46.5375,903
-23.42083333,-46.52916667,5586
-23.42083333,-46.52083333,4648
-23.42083333,-46.5125,1589
-23.42083333,-46.50416667,6939
-23.42083333,-46.49583333,9457
-23.42083333,-46.4875,857
-23.42083333,-46.47916667,1198
-23.42083333,-46.47083333,901
-23.42083333,-46.4625,3200
-23.42083333,-46.45416667,3051
-23.42083333,-46.44583333,416
-23.42083333,-46.4375,8270
-23.42083333,-46.42916667,8665
-23.42083333,-46.42083333,3624
-23.42083333,-46.4125,1088
-23.42083333,-46.40416667,1907
-23.42083333,-46.39583333,2201
-23.42083333,-46.3875,1151
-23.42083333,-46.37916667,468
-23.42083333,-46.37083333,1762
-23.42083333,-46.3625,818
-23.42083333,-46.35416667,2139
-23.42083333,-46.34583333,5170
-23.42083333,-46.3375,281
-23.42083333,-46.32916667,445
-23.42083333,-46.32083333,408
-23.42083333,-46.3125,1625
-23.42083333,-46.30416667,195
-23.42083333,-46.29583333,97
-23.42083333,-46.2875,139
-23.42083333,-46.27916667,167
-23.42083333,-46.27083333,111
-23.42083333,-46.2625,84
-23.42083333,-46.25416667,2
-23.42083333,-46.24583333,9
-23.42083333,-46.2375,10
-23.42083333,-46.22916667,7
-23.42083333,-46.22083333,8
-23.42083333,-46.2125,6
-23.42083333,-46.20416667,6
-23.42083333,-46.19583333,93
-23.42083333,-46.1875,50
-23.42083333,-46.17916667,22
-23.42083333,-46.17083333,15
-23.42083333,-46.1625,6
-23.42083333,-46.15416667,5
-23.42083333,-46.14583333,1
-23.42083333,-46.1375,1
-23.42083333,-46.12916667,1
-23.42083333,-46.12083333,4
-23.42083333,-46.1125,8
-23.42916667,-46.97916667,0
-23.42916667,-46.97083333,28
-23.42916667,-46.9625,13
-23.42916667,-46.95416667,7
-23.42916667,-46.94583333,26
-23.42916667,-46.9375,43
-23.42916667,-46.92916667,78
-23.42916667,-46.92083333,89
-23.42916667,-46.9125,43
-23.42916667,-46.90416667,63
-23.42916667,-46.89583333,54
-23.42916667,-46.8875,40
-23.42916667,-46.87916667,28
-23.42916667,-46.87083333,448
-23.42916667,-46.8625,212
-23.42916667,-46.85416667,2087
-23.42916667,-46.84583333,1204
-23.42916667,-46.8375,32
-23.42916667,-46.82916667,2464
-23.42916667,-46.82083333,456
-23.42916667,-46.8125,27
-23.42916667,-46.80416667,38
-23.42916667,-46.79583333,4475
-23.42916667,-46.7875,1275
-23.42916667,-46.77916667,137
-23.42916667,-46.77083333,744
-23.42916667,-46.7625,35
-23.42916667,-46.75416667,783
-23.42916667,-46.74583333,84
-23.42916667,-46.7375,19
-23.42916667,-46.72916667,5530
-23.42916667,-46.72083333,0
-23.42916667,-46.7125,10394
-23.42916667,-46.70416667,67
-23.42916667,-46.69583333,0
-23.42916667,-46.6875,0
-23.42916667,-46.67916667,0
-23.42916667,-46.67083333,0
-23.42916667,-46.6625,0
-23.42916667,-46.65416667,61
-23.42916667,-46.64583333,0
-23.42916667,-46.6375,0
-23.42916667,-46.62916667,0
-23.42916667,-46.62083333,2
-23.42916667,-46.6125,857
-23.42916667,-46.60416667,21
-23.42916667,-46.59583333,1270
-23.42916667,-46.5875,3445
-23.42916667,-46.57916667,4677
-23.42916667,-46.57083333,2014
-23.42916667,-46.5625,4187
-23.42916667,-46.55416667,6160
-23.42916667,-46.54583333,6745
-23.42916667,-46.5375,5080
-23.42916667,-46.52916667,7183
-23.42916667,-46.52083333,8357
-23.42916667,-46.5125,9382
-23.42916667,-46.50416667,6586
-23.42916667,-46.49583333,10724
-23.42916667,-46.4875,1872
-23.42916667,-46.47916667,1783
-23.42916667,-46.47083333,914
-23.42916667,-46.4625,1294
-23.42916667,-46.45416667,741
-23.42916667,-46.44583333,1537
-23.42916667,-46.4375,2859
-23.42916667,-46.42916667,4177
-23.42916667,-46.42083333,852
-23.42916667,-46.4125,1388
-23.42916667,-46.40416667,2309
-23.42916667,-46.39583333,2157
-23.42916667,-46.3875,579
-23.42916667,-46.37916667,74
-23.42916667,-46.37083333,522
-23.42916667,-46.3625,172
-23.42916667,-46.35416667,565
-23.42916667,-46.34583333,3080
-23.42916667,-46.3375,258
-23.42916667,-46.32916667,322
-23.42916667,-46.32083333,2177
-23.42916667,-46.3125,2533
-23.42916667,-46.30416667,1650
-23.42916667,-46.29583333,1344
-23.42916667,-46.2875,125
-23.42916667,-46.27916667,153
-23.42916667,-46.27083333,207
-23.42916667,-46.2625,19
-23.42916667,-46.25416667,15
-23.42916667,-46.24583333,67
-23.42916667,-46.2375,410
-23.42916667,-46.22916667,8
-23.42916667,-46.22083333,7
-23.42916667,-46.2125,7
-23.42916667,-46.20416667,15
-23.42916667,-46.19583333,22
-23.42916667,-46.1875,29
-23.42916667,-46.17916667,20
-23.42916667,-46.17083333,17
-23.42916667,-46.1625,4
-23.42916667,-46.15416667,5
-23.42916667,-46.14583333,1
-23.42916667,-46.1375,3
-23.42916667,-46.12916667,3
-23.42916667,-46.12083333,4
-23.42916667,-46.1125,4
-23.4375,-46.97916667,3
-23.4375,-46.97083333,14
-23.4375,-46.9625,7
-23.4375,-46.95416667,7
-23.4375,-46.94583333,110
-23.4375,-46.9375,33
-23.4375,-46.92916667,941
-23.4375,-46.92083333,396
-23.4375,-46.9125,49
-23.4375,-46.90416667,179
-23.4375,-46.89583333,78
-23.4375,-46.8875,9
-23.4375,-46.87916667,37
-23.4375,-46.87083333,19
-23.4375,-46.8625,6
-23.4375,-46.85416667,8
-23.4375,-46.84583333,16
-23.4375,-46.8375,64
-23.4375,-46.82916667,1082
-23.4375,-46.82083333,48
-23.4375,-46.8125,486
-23.4375,-46.80416667,5927
-23.4375,-46.79583333,3396
-23.4375,-46.7875,6787
-23.4375,-46.77916667,3229
-23.4375,-46.77083333,3178
-23.4375,-46.7625,4
-23.4375,-46.75416667,3264
-23.4375,-46.74583333,2804
-23.4375,-46.7375,7311
-23.4375,-46.72916667,8802
-23.4375,-46.72083333,4082
-23.4375,-46.7125,8804
-23.4375,-46.70416667,0
-23.4375,-46.69583333,0
-23.4375,-46.6875,0
-23.4375,-46.67916667,0
-23.4375,-46.67083333,0
-23.4375,-46.6625,0
-23.4375,-46.65416667,0
-23.4375,-46.64583333,6
-23.4375,-46.6375,5
-23.4375,-46.62916667,0
-23.4375,-46.62083333,12
-23.4375,-46.6125,75
-23.4375,-46.60416667,397
-23.4375,-46.59583333,456
-23.4375,-46.5875,2341
-23.4375,-46.57916667,10163
-23.4375,-46.57083333,12587
-23.4375,-46.5625,6592
-23.4375,-46.55416667,7626
-23.4375,-46.54583333,8579
-23.4375,-46.5375,12869
-23.4375,-46.52916667,6204
-23.4375,-46.52083333,9584
-23.4375,-46.5125,11294
-23.4375,-46.50416667,12869
-23.4375,-46.49583333,9651
-23.4375,-46.4875,643
-23.4375,-46.47916667,572
-23.4375,-46.47083333,3432
-23.4375,-46.4625,3946
-23.4375,-46.45416667,780
-23.4375,-46.44583333,715
-23.4375,-46.4375,3947
-23.4375,-46.42916667,4522
-23.4375,-46.42083333,5700
-23.4375,-46.4125,5280
-23.4375,-46.40416667,2309
-23.4375,-46.39583333,1657
-23.4375,-46.3875,8781
-23.4375,-46.37916667,3803
-23.4375,-46.37083333,1086
-23.4375,-46.3625,188
-23.4375,-46.35416667,107
-23.4375,-46.34583333,136
-23.4375,-46.3375,926
-23.4375,-46.32916667,473
-23.4375,-46.32083333,8268
-23.4375,-46.3125,1844
-23.4375,-46.30416667,3011
-23.4375,-46.29583333,1518
-23.4375,-46.2875,322
-23.4375,-46.27916667,1758
-23.4375,-46.27083333,101
-23.4375,-46.2625,45
-23.4375,-46.25416667,50
-23.4375,-46.24583333,290
-23.4375,-46.2375,12
-23.4375,-46.22916667,6
-23.4375,-46.22083333,7
-23.4375,-46.2125,4
-23.4375,-46.20416667,3
-23.4375,-46.19583333,70
-23.4375,-46.1875,18
-23.4375,-46.17916667,17
-23.4375,-46.17083333,11
-23.4375,-46.1625,4
-23.4375,-46.15416667,5
-23.4375,-46.14583333,6
-23.4375,-46.1375,3
-23.4375,-46.12916667,3
-23.4375,-46.12083333,19
-23.4375,-46.1125,7
-23.44583333,-46.97916667,3
-23.44583333,-46.97083333,12
-23.44583333,-46.9625,8
-23.44583333,-46.95416667,11
-23.44583333,-46.94583333,4
-23.44583333,-46.9375,26
-23.44583333,-46.92916667,2153
-23.44583333,-46.92083333,11913
-23.44583333,-46.9125,906
-23.44583333,-46.90416667,230
-23.44583333,-46.89583333,146
-23.44583333,-46.8875,963
-23.44583333,-46.87916667,1046
-23.44583333,-46.87083333,38
-23.44583333,-46.8625,20
-23.44583333,-46.85416667,30
-23.44583333,-46.84583333,8
-23.44583333,-46.8375,64
-23.44583333,-46.82916667,56
-23.44583333,-46.82083333,48
-23.44583333,-46.8125,45
-23.44583333,-46.80416667,380
-23.44583333,-46.79583333,2303
-23.44583333,-46.7875,3854
-23.44583333,-46.77916667,569
-23.44583333,-46.77083333,1516
-23.44583333,-46.7625,28
-23.44583333,-46.75416667,27
-23.44583333,-46.74583333,7160
-23.44583333,-46.7375,8525
-23.44583333,-46.72916667,5739
-23.44583333,-46.72083333,3101
-23.44583333,-46.7125,11283
-23.44583333,-46.70416667,4173
-23.44583333,-46.69583333,3458
-23.44583333,-46.6875,2324
-23.44583333,-46.67916667,1239
-23.44583333,-46.67083333,620
-23.44583333,-46.6625,0
-23.44583333,-46.65416667,0
-23.44583333,-46.64583333,525
-23.44583333,-46.6375,214
-23.44583333,-46.62916667,42
-23.44583333,-46.62083333,350
-23.44583333,-46.6125,4474
-23.44583333,-46.60416667,11
-23.44583333,-46.59583333,6238
-23.44583333,-46.5875,8391
-23.44583333,-46.57916667,13047
-23.44583333,-46.57083333,5009
-23.44583333,-46.5625,9532
-23.44583333,-46.55416667,6247
-23.44583333,-46.54583333,8579
-23.44583333,-46.5375,12869
-23.44583333,-46.52916667,11153
-23.44583333,-46.52083333,9008
-23.44583333,-46.5125,10724
-23.44583333,-46.50416667,12869
-23.44583333,-46.49583333,8560
-23.44583333,-46.4875,1177
-23.44583333,-46.47916667,3908
-23.44583333,-46.47083333,7626
-23.44583333,-46.4625,3627
-23.44583333,-46.45416667,2196
-23.44583333,-46.44583333,1576
-23.44583333,-46.4375,6403
-23.44583333,-46.42916667,6550
-23.44583333,-46.42083333,5702
-23.44583333,-46.4125,8550
-23.44583333,-46.40416667,8321
-23.44583333,-46.39583333,852
-23.44583333,-46.3875,1426
-23.44583333,-46.37916667,1695
-23.44583333,-46.37083333,188
-23.44583333,-46.3625,107
-23.44583333,-46.35416667,235
-23.44583333,-46.34583333,1837
-23.44583333,-46.3375,3922
-23.44583333,-46.32916667,1861
-23.44583333,-46.32083333,890
-23.44583333,-46.3125,646
-23.44583333,-46.30416667,416
-23.44583333,-46.29583333,905
-23.44583333,-46.2875,1086
-23.44583333,-46.27916667,268
-23.44583333,-46.27083333,59
-23.44583333,-46.2625,17
-23.44583333,-46.25416667,46
-23.44583333,-46.24583333,54
-23.44583333,-46.2375,32
-23.44583333,-46.22916667,7
-23.44583333,-46.22083333,29
-23.44583333,-46.2125,21
-23.44583333,-46.20416667,0
-23.44583333,-46.19583333,13
-23.44583333,-46.1875,11
-23.44583333,-46.17916667,17
-23.44583333,-46.17083333,16
-23.44583333,-46.1625,3
-23.44583333,-46.15416667,12
-23.44583333,-46.14583333,11
-23.44583333,-46.1375,9
-23.44583333,-46.12916667,12
-23.44583333,-46.12083333,57
-23.44583333,-46.1125,36
-23.45416667,-46.97916667,10
-23.45416667,-46.97083333,9
-23.45416667,-46.9625,27
-23.45416667,-46.95416667,13
-23.45416667,-46.94583333,28
-23.45416667,-46.9375,69
-23.45416667,-46.92916667,322
-23.45416667,-46.92083333,48
-23.45416667,-46.9125,82
-23.45416667,-46.90416667,30
-23.45416667,-46.89583333,220
-23.45416667,-46.8875,2568
-23.45416667,-46.87916667,2227
-23.45416667,-46.87083333,503
-23.45416667,-46.8625,54
