pixel_ID,lat,lon,utm_n,utm_e,population
5495,36.9501462896,-122.5296612,4089445.28179,541876.333318,0
5496,36.9501012763,-122.518429942,4089445.28179,542876.333318,0
5497,36.9500552009,-122.50719871,4089445.28179,543876.333318,0
5498,36.9500080634,-122.495967503,4089445.28179,544876.333318,0
5499,36.9499598638,-122.484736323,4089445.28179,545876.333318,0
5500,36.9499106021,-122.47350517,4089445.28179,546876.333318,0
5501,36.9498602783,-122.462274044,4089445.28179,547876.333318,0
5502,36.9498088924,-122.451042946,4089445.28179,548876.333318,0
5503,36.9497564444,-122.439811877,4089445.28179,549876.333318,0
5504,36.9497029344,-122.428580838,4089445.28179,550876.333318,0
5505,36.9496483624,-122.417349828,4089445.28179,551876.333318,0
5506,36.9495927282,-122.406118849,4089445.28179,552876.333318,0
5507,36.9495360321,-122.394887901,4089445.28179,553876.333318,0
5508,36.9494782739,-122.383656984,4089445.28179,554876.333318,0
5509,36.9494194537,-122.3724261,4089445.28179,555876.333318,0
5510,36.9493595715,-122.361195249,4089445.28179,556876.333318,0
5511,36.9492986273,-122.349964431,4089445.28179,557876.333318,0
5512,36.9492366211,-122.338733647,4089445.28179,558876.333318,0
5513,36.9491735529,-122.327502897,4089445.28179,559876.333318,0
5514,36.9491094228,-122.316272183,4089445.28179,560876.333318,0
5515,36.9490442307,-122.305041505,4089445.28179,561876.333318,0
5516,36.9489779767,-122.293810863,4089445.28179,562876.333318,0
5517,36.9489106607,-122.282580258,4089445.28179,563876.333318,0
5518,36.9488422828,-122.271349691,4089445.28179,564876.333318,0
5519,36.948772843,-122.260119161,4089445.28179,565876.333318,0
5520,36.9487023412,-122.248888671,4089445.28179,566876.333318,0
5521,36.9486307776,-122.237658219,4089445.28179,567876.333318,0
5522,36.9485581521,-122.226427808,4089445.28179,568876.333318,0
5523,36.9484844648,-122.215197437,4089445.28179,569876.333318,0
5524,36.9484097156,-122.203967107,4089445.28179,570876.333318,0
5525,36.9483339045,-122.192736819,4089445.28179,571876.333318,0
5526,36.9482570316,-122.181506573,4089445.28179,572876.333318,0
5527,36.9481790969,-122.17027637,4089445.28179,573876.333318,0
5528,36.9481001004,-122.15904621,4089445.28179,574876.333318,0
5529,36.9480200421,-122.147816094,4089445.28179,575876.333318,0
5530,36.947938922,-122.136586023,4089445.28179,576876.333318,0
5531,36.9478567401,-122.125355997,4089445.28179,577876.333318,0
5532,36.9477734965,-122.114126017,4089445.28179,578876.333318,0
5533,36.9476891912,-122.102896083,4089445.28179,579876.333318,0
5534,36.9476038241,-122.091666196,4089445.28179,580876.333318,0
5535,36.9475173953,-122.080436357,4089445.28179,581876.333318,0
5536,36.9474299049,-122.069206566,4089445.28179,582876.333318,0
5537,36.9473413527,-122.057976823,4089445.28179,583876.333318,0
5538,36.9472517389,-122.04674713,4089445.28179,584876.333318,0
5539,36.9471610634,-122.035517487,4089445.28179,585876.333318,0
5540,36.9470693263,-122.024287894,4089445.28179,586876.333318,0
5541,36.9469765275,-122.013058352,4089445.28179,587876.333318,0
5542,36.9468826671,-122.001828862,4089445.28179,588876.333318,0
5543,36.9467877452,-121.990599424,4089445.28179,589876.333318,0
5544,36.9466917617,-121.979370039,4089445.28179,590876.333318,0
5545,36.9465947166,-121.968140707,4089445.28179,591876.333318,0
5546,36.9464966099,-121.956911429,4089445.28179,592876.333318,0
5547,36.9463974417,-121.945682206,4089445.28179,593876.333318,0
5548,36.9462972121,-121.934453038,4089445.28179,594876.333318,0
5549,36.9461959209,-121.923223926,4089445.28179,595876.333318,0
5550,36.9460935682,-121.91199487,4089445.28179,596876.333318,0
5551,36.9459901541,-121.900765871,4089445.28179,597876.333318,0
5552,36.9458856785,-121.889536929,4089445.28179,598876.333318,0
5553,36.9457801415,-121.878308046,4089445.28179,599876.333318,0
5554,36.945673543,-121.867079221,4089445.28179,600876.333318,0
5555,36.9455658832,-121.855850456,4089445.28179,601876.333318,0
5556,36.945457162,-121.84462175,4089445.28179,602876.333318,0
5557,36.9453473795,-121.833393105,4089445.28179,603876.333318,0
5558,36.9452365355,-121.822164521,4089445.28179,604876.333318,0
5559,36.9451246303,-121.810935998,4089445.28179,605876.333318,0
5560,36.9450116638,-121.799707538,4089445.28179,606876.333318,0
5561,36.944897636,-121.78847914,4089445.28179,607876.333318,0
5562,36.9447825469,-121.777250806,4089445.28179,608876.333318,0
5563,36.9446663965,-121.766022536,4089445.28179,609876.333318,0
5564,36.9445491849,-121.75479433,4089445.28179,610876.333318,0
5565,36.9444309121,-121.74356619,4089445.28179,611876.333318,0
5566,36.9443115781,-121.732338115,4089445.28179,612876.333318,0
5567,36.944191183,-121.721110107,4089445.28179,613876.333318,0
5568,36.9440697267,-121.709882165,4089445.28179,614876.333318,0
5569,36.9439472092,-121.698654291,4089445.28179,615876.333318,0
5570,36.9438236307,-121.687426485,4089445.28179,616876.333318,0
5571,36.943698991,-121.676198748,4089445.28179,617876.333318,0
5572,36.9435732903,-121.66497108,4089445.28179,618876.333318,0
5573,36.9434465285,-121.653743481,4089445.28179,619876.333318,0
5574,36.9433187057,-121.642515954,4089445.28179,620876.333318,0
5575,36.9431898218,-121.631288497,4089445.28179,621876.333318,0
5576,36.943059877,-121.620061111,4089445.28179,622876.333318,0
5577,36.9429288712,-121.608833798,4089445.28179,623876.333318,0
5578,36.9427968045,-121.597606558,4089445.28179,624876.333318,0
5579,36.9426636768,-121.586379391,4089445.28179,625876.333318,0
5580,36.9425294883,-121.575152298,4089445.28179,626876.333318,0
5581,36.9423942388,-121.56392528,4089445.28179,627876.333318,0
5582,36.9422579285,-121.552698336,4089445.28179,628876.333318,0
5583,36.9421205573,-121.541471469,4089445.28179,629876.333318,0
5584,36.9419821254,-121.530244677,4089445.28179,630876.333318,0
5585,36.9418426326,-121.519017963,4089445.28179,631876.333318,0
5586,36.9417020791,-121.507791326,4089445.28179,632876.333318,0
5587,36.9415604648,-121.496564767,4089445.28179,633876.333318,0
5588,36.9414177898,-121.485338286,4089445.28179,634876.333318,0
5589,36.9412740541,-121.474111885,4089445.28179,635876.333318,0
5590,36.9411292577,-121.462885563,4089445.28179,636876.333318,0
5591,36.9409834007,-121.451659322,4089445.28179,637876.333318,0
5592,36.940836483,-121.440433162,4089445.28179,638876.333318,0
5593,36.9406885048,-121.429207084,4089445.28179,639876.333318,0
5594,36.9405394659,-121.417981088,4089445.28179,640876.333318,0
5595,36.9403893665,-121.406755174,4089445.28179,641876.333318,0
5596,36.9402382066,-121.395529344,4089445.28179,642876.333318,0
5597,36.9400859861,-121.384303597,4089445.28179,643876.333318,0
5598,36.9399327052,-121.373077935,4089445.28179,644876.333318,0
5599,36.9397783638,-121.361852358,4089445.28179,645876.333318,0
5600,36.939622962,-121.350626867,4089445.28179,646876.333318,0
5601,36.9394664997,-121.339401462,4089445.28179,647876.333318,0
5602,36.9393089771,-121.328176144,4089445.28179,648876.333318,0
5603,36.9391503942,-121.316950914,4089445.28179,649876.333318,0
5604,36.9389907509,-121.305725771,4089445.28179,650876.333318,0
5605,36.9388300473,-121.294500717,4089445.28179,651876.333318,0
5606,36.9386682834,-121.283275752,4089445.28179,652876.333318,0
5607,36.9385054592,-121.272050877,4089445.28179,653876.333318,0
5608,36.9383415749,-121.260826092,4089445.28179,654876.333318,0
5609,36.9381766303,-121.249601398,4089445.28179,655876.333318,0
5610,36.9380106256,-121.238376796,4089445.28179,656876.333318,0
5611,36.9378435607,-121.227152285,4089445.28179,657876.333318,0
5612,36.9376754358,-121.215927868,4089445.28179,658876.333318,0
5613,36.9375062507,-121.204703543,4089445.28179,659876.333318,0
5614,36.9373360055,-121.193479313,4089445.28179,660876.333318,0
5615,36.9371647004,-121.182255177,4089445.28179,661876.333318,0
5616,36.9599028711,-122.787960742,4090445.28179,518876.333318,0
5617,36.9598822816,-122.776727743,4090445.28179,519876.333318,0
5618,36.9598606294,-122.765494756,4090445.28179,520876.333318,0
5619,36.9598379147,-122.754261781,4090445.28179,521876.333318,0
5620,36.9598141374,-122.743028819,4090445.28179,522876.333318,0
5621,36.9597892975,-122.73179587,4090445.28179,523876.333318,0
5622,36.959763395,-122.720562935,4090445.28179,524876.333318,0
5623,36.95973643,-122.709330015,4090445.28179,525876.333318,0
5624,36.9597084024,-122.698097111,4090445.28179,526876.333318,0
5625,36.9596793122,-122.686864222,4090445.28179,527876.333318,0
5626,36.9596491595,-122.675631349,4090445.28179,528876.333318,0
5627,36.9596179442,-122.664398494,4090445.28179,529876.333318,0
5628,36.9595856664,-122.653165655,4090445.28179,530876.333318,0
5629,36.959552326,-122.641932836,4090445.28179,531876.333318,0
5630,36.9595179231,-122.630700035,4090445.28179,532876.333318,0
5631,36.9594824576,-122.619467253,4090445.28179,533876.333318,0
5632,36.9594459297,-122.608234491,4090445.28179,534876.333318,0
5633,36.9594083392,-122.59700175,4090445.28179,535876.333318,0
5634,36.9593696862,-122.585769029,4090445.28179,536876.333318,0
5635,36.9593299707,-122.574536331,4090445.28179,537876.333318,0
5636,36.9592891927,-122.563303654,4090445.28179,538876.333318,0
5637,36.9592473522,-122.552071001,4090445.28179,539876.333318,0
5638,36.9592044492,-122.540838371,4090445.28179,540876.333318,0
5639,36.9591604838,-122.529605765,4090445.28179,541876.333318,0
5640,36.9591154558,-122.518373184,4090445.28179,542876.333318,0
5641,36.9590693654,-122.507140628,4090445.28179,543876.333318,0
5642,36.9590222126,-122.495908097,4090445.28179,544876.333318,0
5643,36.9589739973,-122.484675593,4090445.28179,545876.333318,0
5644,36.9589247195,-122.473443117,4090445.28179,546876.333318,0
5645,36.9588743794,-122.462210667,4090445.28179,547876.333318,0
5646,36.9588229767,-122.450978246,4090445.28179,548876.333318,0
5647,36.9587705117,-122.439745854,4090445.28179,549876.333318,0
5648,36.9587169843,-122.42851349,4090445.28179,550876.333318,0
5649,36.9586623945,-122.417281157,4090445.28179,551876.333318,0
5650,36.9586067422,-122.406048855,4090445.28179,552876.333318,0
5651,36.9585500276,-122.394816583,4090445.28179,553876.333318,0
5652,36.9584922506,-122.383584343,4090445.28179,554876.333318,0
5653,36.9584334113,-122.372352135,4090445.28179,555876.333318,0
5654,36.9583735096,-122.361119961,4090445.28179,556876.333318,0
5655,36.9583125456,-122.349887819,4090445.28179,557876.333318,0
5656,36.9582505192,-122.338655712,4090445.28179,558876.333318,0
5657,36.9581874305,-122.327423639,4090445.28179,559876.333318,0
5658,36.9581232795,-122.316191602,4090445.28179,560876.333318,0
5659,36.9580580662,-122.3049596,4090445.28179,561876.333318,0
5660,36.9579917905,-122.293727635,4090445.28179,562876.333318,0
5661,36.9579244527,-122.282495707,4090445.28179,563876.333318,0
5662,36.9578560525,-122.271263816,4090445.28179,564876.333318,0
5663,36.9577865901,-122.260031963,4090445.28179,565876.333318,0
5664,36.9577160654,-122.248800149,4090445.28179,566876.333318,0
5665,36.9576444785,-122.237568375,4090445.28179,567876.333318,0
5666,36.9575718294,-122.22633664,4090445.28179,568876.333318,0
5667,36.957498118,-122.215104946,4090445.28179,569876.333318,0
5668,36.9574233445,-122.203873293,4090445.28179,570876.333318,0
5669,36.9573475087,-122.192641682,4090445.28179,571876.333318,0
5670,36.9572706108,-122.181410112,4090445.28179,572876.333318,0
5671,36.9571926508,-122.170178586,4090445.28179,573876.333318,0
5672,36.9571136285,-122.158947103,4090445.28179,574876.333318,0
5673,36.9570335442,-122.147715665,4090445.28179,575876.333318,0
5674,36.9569523977,-122.13648427,4090445.28179,576876.333318,0
5675,36.9568701891,-122.125252921,4090445.28179,577876.333318,0
5676,36.9567869184,-122.114021618,4090445.28179,578876.333318,0
5677,36.9567025856,-122.102790361,4090445.28179,579876.333318,0
5678,36.9566171907,-122.091559152,4090445.28179,580876.333318,0
5679,36.9565307338,-122.080327989,4090445.28179,581876.333318,0
5680,36.9564432149,-122.069096875,4090445.28179,582876.333318,0
5681,36.9563546339,-122.05786581,4090445.28179,583876.333318,0
5682,36.9562649909,-122.046634794,4090445.28179,584876.333318,0
5683,36.9561742859,-122.035403827,4090445.28179,585876.333318,0
5684,36.9560825189,-122.024172912,4090445.28179,586876.333318,0
5685,36.9559896899,-122.012942047,4090445.28179,587876.333318,0
5686,36.955895799,-122.001711234,4090445.28179,588876.333318,0
5687,36.9558008462,-121.990480473,4090445.28179,589876.333318,0
5688,36.9557048314,-121.979249765,4090445.28179,590876.333318,0
5689,36.9556077547,-121.968019111,4090445.28179,591876.333318,0
5690,36.9555096161,-121.95678851,4090445.28179,592876.333318,0
5691,36.9554104157,-121.945557964,4090445.28179,593876.333318,0
5692,36.9553101534,-121.934327474,4090445.28179,594876.333318,0
5693,36.9552088292,-121.923097039,4090445.28179,595876.333318,0
5694,36.9551064432,-121.91186666,4090445.28179,596876.333318,0
5695,36.9550029955,-121.900636339,4090445.28179,597876.333318,0
5696,36.9548984859,-121.889406075,4090445.28179,598876.333318,0
5697,36.9547929145,-121.878175869,4090445.28179,599876.333318,0
5698,36.9546862814,-121.866945722,4090445.28179,600876.333318,0
5699,36.9545785865,-121.855715634,4090445.28179,601876.333318,0
5700,36.9544698299,-121.844485606,4090445.28179,602876.333318,0
5701,36.9543600116,-121.833255638,4090445.28179,603876.333318,0
5702,36.9542491317,-121.822025732,4090445.28179,604876.333318,0
5703,36.95413719,-121.810795887,4090445.28179,605876.333318,0
5704,36.9540241867,-121.799566104,4090445.28179,606876.333318,0
5705,36.9539101218,-121.788336384,4090445.28179,607876.333318,0
5706,36.9537949952,-121.777106728,4090445.28179,608876.333318,0
5707,36.9536788071,-121.765877135,4090445.28179,609876.333318,0
5708,36.9535615573,-121.754647608,4090445.28179,610876.333318,0
5709,36.953443246,-121.743418145,4090445.28179,611876.333318,0
5710,36.9533238732,-121.732188748,4090445.28179,612876.333318,0
5711,36.9532034389,-121.720959418,4090445.28179,613876.333318,0
5712,36.953081943,-121.709730154,4090445.28179,614876.333318,0
5713,36.9529593857,-121.698500958,4090445.28179,615876.333318,0
5714,36.9528357669,-121.68727183,4090445.28179,616876.333318,0
5715,36.9527110867,-121.67604277,4090445.28179,617876.333318,0
5716,36.9525853451,-121.66481378,4090445.28179,618876.333318,0
5717,36.952458542,-121.65358486,4090445.28179,619876.333318,0
5718,36.9523306776,-121.642356011,4090445.28179,620876.333318,0
5719,36.9522017518,-121.631127232,4090445.28179,621876.333318,0
5720,36.9520717647,-121.619898525,4090445.28179,622876.333318,0
5721,36.9519407163,-121.60866989,4090445.28179,623876.333318,0
5722,36.9518086066,-121.597441328,4090445.28179,624876.333318,0
5723,36.9516754356,-121.586212839,4090445.28179,625876.333318,0
5724,36.9515412033,-121.574984425,4090445.28179,626876.333318,0
5725,36.9514059099,-121.563756084,4090445.28179,627876.333318,0
5726,36.9512695552,-121.552527819,4090445.28179,628876.333318,0
5727,36.9511321393,-121.54129963,4090445.28179,629876.333318,0
5728,36.9509936623,-121.530071517,4090445.28179,630876.333318,0
5729,36.9508541242,-121.518843481,4090445.28179,631876.333318,0
5730,36.9507135249,-121.507615523,4090445.28179,632876.333318,0
5731,36.9505718645,-121.496387642,4090445.28179,633876.333318,0
5732,36.9504291431,-121.48515984,4090445.28179,634876.333318,0
5733,36.9502853606,-121.473932118,4090445.28179,635876.333318,0
5734,36.9501405171,-121.462704475,4090445.28179,636876.333318,0
5735,36.9499946126,-121.451476913,4090445.28179,637876.333318,0
5736,36.9498476472,-121.440249431,4090445.28179,638876.333318,0
5737,36.9496996207,-121.429022032,4090445.28179,639876.333318,0
5738,36.9495505334,-121.417794714,4090445.28179,640876.333318,0
5739,36.9494003851,-121.406567479,4090445.28179,641876.333318,0
5740,36.949249176,-121.395340328,4090445.28179,642876.333318,0
5741,36.949096906,-121.384113261,4090445.28179,643876.333318,0
5742,36.9489435752,-121.372886278,4090445.28179,644876.333318,0
5743,36.9487891836,-121.36165938,4090445.28179,645876.333318,0
5744,36.9486337312,-121.350432568,4090445.28179,646876.333318,0
5745,36.948477218,-121.339205842,4090445.28179,647876.333318,0
5746,36.9483196442,-121.327979203,4090445.28179,648876.333318,0
5747,36.9481610096,-121.316752651,4090445.28179,649876.333318,0
5748,36.9480013143,-121.305526188,4090445.28179,650876.333318,0
5749,36.9478405584,-121.294299813,4090445.28179,651876.333318,0
5750,36.9476787419,-121.283073527,4090445.28179,652876.333318,0
5751,36.9475158648,-121.271847332,4090445.28179,653876.333318,0
5752,36.9473519271,-121.260621226,4090445.28179,654876.333318,0
5753,36.9471869289,-121.249395212,4090445.28179,655876.333318,0
5754,36.9470208701,-121.238169289,4090445.28179,656876.333318,0
5755,36.9468537509,-121.226943458,4090445.28179,657876.333318,0
5756,36.9466855712,-121.21571772,4090445.28179,658876.333318,0
5757,36.9465163311,-121.204492075,4090445.28179,659876.333318,0
5758,36.9463460306,-121.193266524,4090445.28179,660876.333318,0
5759,36.9461746697,-121.182041068,4090445.28179,661876.333318,0
5760,36.9689172932,-122.787935742,4091445.28179,518876.333318,0
5761,36.9688966969,-122.776701418,4091445.28179,519876.333318,0
5762,36.9688750377,-122.765467107,4091445.28179,520876.333318,0
5763,36.9688523156,-122.754232807,4091445.28179,521876.333318,0
5764,36.9688285305,-122.742998521,4091445.28179,522876.333318,0
5765,36.9688036825,-122.731764248,4091445.28179,523876.333318,0
5766,36.9687777716,-122.720529989,4091445.28179,524876.333318,0
5767,36.9687507978,-122.709295744,4091445.28179,525876.333318,0
5768,36.9687227611,-122.698061515,4091445.28179,526876.333318,0
5769,36.9686936614,-122.686827302,4091445.28179,527876.333318,0
5770,36.9686634989,-122.675593105,4091445.28179,528876.333318,0
5771,36.9686322735,-122.664358925,4091445.28179,529876.333318,0
5772,36.9685999851,-122.653124763,4091445.28179,530876.333318,0
5773,36.9685666339,-122.641890619,4091445.28179,531876.333318,0
5774,36.9685322198,-122.630656493,4091445.28179,532876.333318,0
5775,36.9684967428,-122.619422387,4091445.28179,533876.333318,0
5776,36.968460203,-122.608188301,4091445.28179,534876.333318,0
5777,36.9684226003,-122.596954235,4091445.28179,535876.333318,0
5778,36.9683839347,-122.585720191,4091445.28179,536876.333318,0
5779,36.9683442063,-122.574486168,4091445.28179,537876.333318,0
5780,36.968303415,-122.563252167,4091445.28179,538876.333318,0
5781,36.9682615609,-122.55201819,4091445.28179,539876.333318,0
5782,36.9682186439,-122.540784235,4091445.28179,540876.333318,0
5783,36.9681746642,-122.529550305,4091445.28179,541876.333318,0
5784,36.9681296216,-122.5183164,4091445.28179,542876.333318,0
5785,36.9680835162,-122.50708252,4091445.28179,543876.333318,0
5786,36.968036348,-122.495848665,4091445.28179,544876.333318,0
5787,36.967988117,-122.484614837,4091445.28179,545876.333318,0
5788,36.9679388232,-122.473381036,4091445.28179,546876.333318,0
5789,36.9678884666,-122.462147262,4091445.28179,547876.333318,0
5790,36.9678370473,-122.450913517,4091445.28179,548876.333318,0
5791,36.9677845652,-122.439679801,4091445.28179,549876.333318,0
5792,36.9677310203,-122.428446113,4091445.28179,550876.333318,0
5793,36.9676764127,-122.417212456,4091445.28179,551876.333318,0
5794,36.9676207424,-122.405978829,4091445.28179,552876.333318,0
5795,36.9675640093,-122.394745234,4091445.28179,553876.333318,0
5796,36.9675062135,-122.38351167,4091445.28179,554876.333318,0
5797,36.967447355,-122.372278138,4091445.28179,555876.333318,0
5798,36.9673874338,-122.361044639,4091445.28179,556876.333318,0
5799,36.96732645,-122.349811174,4091445.28179,557876.333318,0
5800,36.9672644034,-122.338577743,4091445.28179,558876.333318,0
5801,36.9672012942,-122.327344346,4091445.28179,559876.333318,0
5802,36.9671371223,-122.316110985,4091445.28179,560876.333318,0
5803,36.9670718877,-122.304877659,4091445.28179,561876.333318,0
5804,36.9670055905,-122.29364437,4091445.28179,562876.333318,0
5805,36.9669382307,-122.282411117,4091445.28179,563876.333318,0
5806,36.9668698083,-122.271177903,4091445.28179,564876.333318,0
5807,36.9668003233,-122.259944726,4091445.28179,565876.333318,0
5808,36.9667297757,-122.248711589,4091445.28179,566876.333318,0
5809,36.9666581655,-122.23747849,4091445.28179,567876.333318,0
5810,36.9665854927,-122.226245432,4091445.28179,568876.333318,0
5811,36.9665117574,-122.215012414,4091445.28179,569876.333318,0
5812,36.9664369595,-122.203779437,4091445.28179,570876.333318,0
5813,36.9663610991,-122.192546502,4091445.28179,571876.333318,0
5814,36.9662841761,-122.181313609,4091445.28179,572876.333318,0
5815,36.9662061907,-122.170080759,4091445.28179,573876.333318,0
5816,36.9661271427,-122.158847953,4091445.28179,574876.333318,0
5817,36.9660470323,-122.14761519,4091445.28179,575876.333318,0
5818,36.9659658594,-122.136382472,4091445.28179,576876.333318,0
5819,36.965883624,-122.1251498,4091445.28179,577876.333318,0
5820,36.9658003262,-122.113917173,4091445.28179,578876.333318,0
5821,36.965715966,-122.102684593,4091445.28179,579876.333318,0
5822,36.9656305434,-122.091452059,4091445.28179,580876.333318,0
5823,36.9655440583,-122.080219573,4091445.28179,581876.333318,0
5824,36.9654565109,-122.068987136,4091445.28179,582876.333318,0
5825,36.965367901,-122.057754747,4091445.28179,583876.333318,0
5826,36.9652782289,-122.046522407,4091445.28179,584876.333318,0
5827,36.9651874944,-122.035290117,4091445.28179,585876.333318,0
5828,36.9650956975,-122.024057878,4091445.28179,586876.333318,0
5829,36.9650028383,-122.01282569,4091445.28179,587876.333318,0
5830,36.9649089169,-122.001593554,4091445.28179,588876.333318,0
5831,36.9648139331,-121.99036147,4091445.28179,589876.333318,0
5832,36.9647178871,-121.979129438,4091445.28179,590876.333318,0
5833,36.9646207788,-121.967897461,4091445.28179,591876.333318,0
5834,36.9645226083,-121.956665537,4091445.28179,592876.333318,0
5835,36.9644233756,-121.945433668,4091445.28179,593876.333318,0
5836,36.9643230806,-121.934201854,4091445.28179,594876.333318,0
5837,36.9642217235,-121.922970096,4091445.28179,595876.333318,0
5838,36.9641193042,-121.911738394,4091445.28179,596876.333318,0
5839,36.9640158227,-121.900506749,4091445.28179,597876.333318,0
5840,36.9639112791,-121.889275162,4091445.28179,598876.333318,0
5841,36.9638056734,-121.878043633,4091445.28179,599876.333318,0
5842,36.9636990056,-121.866812163,4091445.28179,600876.333318,0
5843,36.9635912757,-121.855580752,4091445.28179,601876.333318,0
5844,36.9634824837,-121.844349401,4091445.28179,602876.333318,0
5845,36.9633726297,-121.83311811,4091445.28179,603876.333318,0
5846,36.9632617136,-121.821886881,4091445.28179,604876.333318,0
5847,36.9631497355,-121.810655713,4091445.28179,605876.333318,0
5848,36.9630366954,-121.799424607,4091445.28179,606876.333318,0
5849,36.9629225934,-121.788193565,4091445.28179,607876.333318,0
5850,36.9628074294,-121.776962585,4091445.28179,608876.333318,0
5851,36.9626912034,-121.76573167,4091445.28179,609876.333318,0
5852,36.9625739155,-121.75450082,4091445.28179,610876.333318,0
5853,36.9624555657,-121.743270034,4091445.28179,611876.333318,0
5854,36.9623361541,-121.732039315,4091445.28179,612876.333318,0
5855,36.9622156805,-121.720808661,4091445.28179,613876.333318,0
5856,36.9620941451,-121.709578075,4091445.28179,614876.333318,0
5857,36.9619715479,-121.698347556,4091445.28179,615876.333318,0
5858,36.9618478889,-121.687117106,4091445.28179,616876.333318,0
5859,36.9617231681,-121.675886724,4091445.28179,617876.333318,0
5860,36.9615973856,-121.664656411,4091445.28179,618876.333318,0
5861,36.9614705413,-121.653426169,4091445.28179,619876.333318,0
5862,36.9613426352,-121.642195996,4091445.28179,620876.333318,0
5863,36.9612136675,-121.630965895,4091445.28179,621876.333318,0
5864,36.9610836381,-121.619735866,4091445.28179,622876.333318,0
5865,36.960952547,-121.608505909,4091445.28179,623876.333318,0
5866,36.9608203943,-121.597276024,4091445.28179,624876.333318,0
5867,36.96068718,-121.586046213,4091445.28179,625876.333318,0
5868,36.9605529041,-121.574816476,4091445.28179,626876.333318,0
5869,36.9604175666,-121.563586814,4091445.28179,627876.333318,0
5870,36.9602811675,-121.552357227,4091445.28179,628876.333318,0
5871,36.960143707,-121.541127715,4091445.28179,629876.333318,0
5872,36.9600051849,-121.52989828,4091445.28179,630876.333318,0
5873,36.9598656013,-121.518668922,4091445.28179,631876.333318,0
5874,36.9597249563,-121.507439641,4091445.28179,632876.333318,0
5875,36.9595832498,-121.496210439,4091445.28179,633876.333318,0
5876,36.959440482,-121.484981315,4091445.28179,634876.333318,0
5877,36.9592966527,-121.473752271,4091445.28179,635876.333318,0
5878,36.9591517621,-121.462523306,4091445.28179,636876.333318,0
5879,36.9590058101,-121.451294422,4091445.28179,637876.333318,0
5880,36.9588587968,-121.440065619,4091445.28179,638876.333318,0
5881,36.9587107222,-121.428836897,4091445.28179,639876.333318,0
5882,36.9585615863,-121.417608258,4091445.28179,640876.333318,0
5883,36.9584113892,-121.406379701,4091445.28179,641876.333318,0
5884,36.9582601309,-121.395151228,4091445.28179,642876.333318,0
5885,36.9581078113,-121.383922839,4091445.28179,643876.333318,0
5886,36.9579544306,-121.372694535,4091445.28179,644876.333318,0
5887,36.9577999888,-121.361466315,4091445.28179,645876.333318,0
5888,36.9576444858,-121.350238182,4091445.28179,646876.333318,0
5889,36.9574879217,-121.339010134,4091445.28179,647876.333318,0
5890,36.9573302966,-121.327782174,4091445.28179,648876.333318,0
5891,36.9571716104,-121.316554301,4091445.28179,649876.333318,0
5892,36.9570118632,-121.305326516,4091445.28179,650876.333318,0
5893,36.956851055,-121.29409882,4091445.28179,651876.333318,0
5894,36.9566891858,-121.282871213,4091445.28179,652876.333318,0
5895,36.9565262557,-121.271643696,4091445.28179,653876.333318,0
5896,36.9563622647,-121.260416269,4091445.28179,654876.333318,0
5897,36.9561972128,-121.249188934,4091445.28179,655876.333318,0
5898,36.9560311,-121.23796169,4091445.28179,656876.333318,0
5899,36.9558639264,-121.226734538,4091445.28179,657876.333318,0
5900,36.955695692,-121.215507479,4091445.28179,658876.333318,0
5901,36.9555263968,-121.204280513,4091445.28179,659876.333318,0
5902,36.9553560408,-121.193053641,4091445.28179,660876.333318,0
5903,36.9551846242,-121.181826864,4091445.28179,661876.333318,0
5904,36.9779317014,-122.78791073,4092445.28179,518876.333318,0
5905,36.9779110985,-122.776675082,4092445.28179,519876.333318,0
5906,36.9778894322,-122.765439445,4092445.28179,520876.333318,0
5907,36.9778667027,-122.754203821,4092445.28179,521876.333318,0
5908,36.9778429099,-122.742968209,4092445.28179,522876.333318,0
5909,36.9778180538,-122.731732611,4092445.28179,523876.333318,0
5910,36.9777921345,-122.720497027,4092445.28179,524876.333318,0
5911,36.9777651519,-122.709261458,4092445.28179,525876.333318,0
5912,36.9777371061,-122.698025904,4092445.28179,526876.333318,0
5913,36.9777079969,-122.686790366,4092445.28179,527876.333318,0
5914,36.9776778246,-122.675554844,4092445.28179,528876.333318,0
5915,36.977646589,-122.664319339,4092445.28179,529876.333318,0
5916,36.9776142901,-122.653083852,4092445.28179,530876.333318,0
5917,36.9775809281,-122.641848383,4092445.28179,531876.333318,0
5918,36.9775465028,-122.630612932,4092445.28179,532876.333318,0
5919,36.9775110142,-122.619377501,4092445.28179,533876.333318,0
5920,36.9774744625,-122.60814209,4092445.28179,534876.333318,0
5921,36.9774368475,-122.5969067,4092445.28179,535876.333318,0
5922,36.9773981694,-122.58567133,4092445.28179,536876.333318,0
5923,36.977358428,-122.574435983,4092445.28179,537876.333318,0
5924,36.9773176235,-122.563200657,4092445.28179,538876.333318,0
5925,36.9772757557,-122.551965355,4092445.28179,539876.333318,0
5926,36.9772328248,-122.540730076,4092445.28179,540876.333318,0
5927,36.9771888308,-122.529494821,4092445.28179,541876.333318,0
5928,36.9771437735,-122.518259591,4092445.28179,542876.333318,0
5929,36.9770976531,-122.507024386,4092445.28179,543876.333318,0
5930,36.9770504695,-122.495789206,4092445.28179,544876.333318,0
5931,36.9770022229,-122.484554054,4092445.28179,545876.333318,0
5932,36.976952913,-122.473318928,4092445.28179,546876.333318,0
