pixel_ID,lat,lon,population,cf,dir_ratio,cf_category
18462,37.76102101,-122.4451031,6031,2.440983793,1.202669749,3
18463,37.76096701,-122.4337505,8234,1.586088851,1.115210839,1
18464,37.76091192,-122.4223979,12492,1.557573912,1.365710573,1
18465,37.76085573,-122.4110454,11247,1.729539779,1.076743955,1
18466,37.76079845,-122.3996929,6519,1.917680222,1.241896341,2
18467,37.76074008,-122.3883405,3917,1.977407479,1.440589813,2
18601,37.77028753,-122.5018059,3192,1.74759349,1.062614328,1
18602,37.77023898,-122.4904518,3032,3.061004359,1.067165331,4
18603,37.77018934,-122.4790977,3573,3.730055144,1.750824135,4
18604,37.77013861,-122.4677437,3939,2.766672461,1.536509193,3
18605,37.77008677,-122.4563897,6569,2.476274361,1.415167672,3
18606,37.77003385,-122.4450357,10441,1.619170828,1.167281637,1
18607,37.76997983,-122.4336818,9396,1.414550621,1.1720415,1
18608,37.76992472,-122.4223278,13481,2.493020161,1.720593132,3
18609,37.76986852,-122.4109739,10510,2.571434444,1.472433668,3
18610,37.76981122,-122.3996201,6771,3.232871677,1.34087145,4
18611,37.76975282,-122.3882662,3359,1.796171143,1.397675436,1
18745,37.77930044,-122.5017454,4901,1.642913008,1.066145114,1
18746,37.77925187,-122.49039,7515,1.362391371,1.06737544,1
18747,37.77920221,-122.4790345,8053,1.426138919,1.082419103,1
18748,37.77915146,-122.4676791,7977,1.464762918,1.097429444,1
18749,37.77909961,-122.4563237,10447,1.457897548,1.168841645,1
18750,37.77904667,-122.4449683,12593,1.705932372,1.196922268,1
18751,37.77899264,-122.433613,11276,1.485720772,1.199606736,1
18752,37.77893751,-122.4222577,17113,1.804346104,1.31499879,1
18753,37.77888128,-122.4109024,22160,2.366563294,1.699644646,3
18754,37.77882397,-122.3995472,14578,2.457033405,1.847919318,3
18755,37.77876555,-122.388192,8659,2.127602742,1.559579866,2
18890,37.78826475,-122.4903281,2767,1.728264384,1.187502995,1
18891,37.78821507,-122.4789712,4614,3.160337455,1.121098234,4
18892,37.7881643,-122.4676144,4801,2.903832202,1.452988418,3
18893,37.78811244,-122.4562577,8359,2.111713495,1.043500291,2
18894,37.78805948,-122.4449009,9782,1.429582012,1.209649091,1
18895,37.78800543,-122.4335442,12211,1.485493399,1.261423258,1
18896,37.78795028,-122.4221875,18828,1.839011052,1.437287359,1
18897,37.78789404,-122.4108309,37762,2.203648672,1.572446532,2
18898,37.7878367,-122.3994743,47363,2.316031918,1.809605723,2
18899,37.78777827,-122.3881177,23258,1.640521046,1.459693067,1
19037,37.79712525,-122.4561916,1178,2.279111315,1.259895374,2
19038,37.79707228,-122.4448335,3928,1.781169043,1.120925153,1
19039,37.79701821,-122.4334754,10477,1.380073093,1.092196945,1
19040,37.79696304,-122.4221173,14963,1.52248651,1.21189107,1
19041,37.79690678,-122.4107593,21237,1.598181886,1.24473691,1
19042,37.79684942,-122.3994013,37985,1.905525764,1.548912478,1
19182,37.80608506,-122.444766,3409,1.834615347,1.401860091,1
19183,37.80603097,-122.4334066,6342,2.556099651,1.16022834,3
19184,37.80597579,-122.4220471,8191,1.723413551,1.148202636,1
19185,37.80591951,-122.4106877,14050,1.524800727,1.444572207,1
