pixel_ID,lat,lon,orders_total,cf,dir_ratio,cf_category
2770,-23.68854644,-46.37595711,293,3.396654841,1.870542127,4
2771,-23.68863327,-46.36615161,201,3.42599481,1.104880782,4
2772,-23.68871948,-46.35634606,83,2.334796305,1.112209849,2
2802,-23.67215974,-47.04246348,63,2.028491492,1.002882906,1
2804,-23.67241702,-47.02286165,291,4.682297196,1,4
2821,-23.67450379,-46.85623519,309,4.923624419,1.624792256,4
2822,-23.67462097,-46.84643304,293,1.960457825,1.008923336,1
2824,-23.67485346,-46.82682857,57,2.007449672,1.001424579,1
2826,-23.67508347,-46.80722385,1117,2.716696249,1.023197599,3
2827,-23.67519755,-46.7974214,2663,2.141509456,1.102673519,2
2828,-23.67531101,-46.78761889,2495,2.19464325,1.11252104,2
2829,-23.67542384,-46.77781632,2736,2.020866857,1.116964962,1
2830,-23.67553606,-46.76801368,2912,2.547756076,1.13891273,3
2831,-23.67564766,-46.75821099,3501,2.361069559,1.504890055,2
2832,-23.67575864,-46.74840823,4014,2.799340525,1.416458918,3
2833,-23.675869,-46.73860542,3551,2.316532453,1.211286019,2
2834,-23.67597873,-46.72880254,73,3.135674817,1.173776979,4
2835,-23.67608785,-46.71899961,1274,2.950803206,2.060678946,3
2836,-23.67619635,-46.70919662,2466,2.776259519,1.732214706,3
2837,-23.67630423,-46.69939357,1777,2.63536138,1.772873987,3
2838,-23.67641149,-46.68959047,2688,2.650025388,1.332679492,3
2839,-23.67651813,-46.6797873,1711,3.082123101,1.583818231,4
2840,-23.67662415,-46.66998408,86,2.155048864,1.222249649,2
2841,-23.67672955,-46.6601808,95,1.780149877,1.14915975,1
2842,-23.67683433,-46.65037747,425,1.554502449,1.023062344,1
2843,-23.67693849,-46.64057408,252,2.883931665,1.654150604,3
2844,-23.67704203,-46.63077063,1174,2.656819137,1.554656101,3
2845,-23.67714494,-46.62096713,1927,2.483567282,1.187692793,3
2846,-23.67724724,-46.61116357,2123,2.139902316,1.100434795,2
2847,-23.67734892,-46.60135996,2319,2.121699504,1.308405274,2
2848,-23.67744998,-46.59155629,959,2.789056547,1.555268448,3
2849,-23.67755042,-46.58175257,1533,2.141297298,1.451492903,2
2850,-23.67765024,-46.5719488,1775,5.360653183,1.957547017,4
2851,-23.67774944,-46.56214497,3766,3.306340198,1.888098808,4
2852,-23.67784802,-46.55234109,2464,3.74993241,1.47620158,4
2853,-23.67794598,-46.54253715,4812,1.749367909,1.188490064,1
2854,-23.67804332,-46.53273317,1988,1.851794737,1.234690693,1
2855,-23.67814004,-46.52292913,4022,1.632464738,1.160013417,1
2856,-23.67823613,-46.51312504,3060,1.424220583,1.161958514,1
2857,-23.67833161,-46.50332089,1978,2.176878598,1.19208025,2
2858,-23.67842647,-46.4935167,2120,1.845419719,1.052606626,1
2859,-23.67852071,-46.48371246,1119,1.830692548,1.009911296,1
2860,-23.67861433,-46.47390816,949,4.41295848,3.354369184,4
2861,-23.67870733,-46.46410382,8599,2.04551022,1.095973321,2
2862,-23.6787997,-46.45429942,1870,3.354665512,1.257905346,4
2863,-23.67889146,-46.44449498,1696,2.017287094,1.274344896,1
2864,-23.6789826,-46.43469048,2083,1.79950524,1.089899648,1
2865,-23.67907311,-46.42488594,528,1.986187624,1.084462052,1
2866,-23.67916301,-46.41508135,1970,2.058319438,1.118478706,2
2867,-23.67925229,-46.40527671,58,2.87736541,1.006412272,3
2868,-23.67934094,-46.39547202,53,1.663956183,1,1
2871,-23.67960319,-46.36605768,398,4.026556935,1.720694306,4
2872,-23.67968936,-46.3562528,191,3.013709528,1.987559271,3
2873,-23.67977492,-46.34644788,246,3.667789193,1.32922816,4
2903,-23.66326172,-47.03252297,98,2.956529663,1.000414013,3
2904,-23.66338999,-47.02272269,198,4.479542621,1.005492699,4
2905,-23.66351765,-47.01292234,103,2.813513792,1.011953276,3
2907,-23.66377109,-46.99332144,149,2.791684116,1.009963847,3
2917,-23.66500118,-46.8953129,91,2.553179528,1.00090152,3
2919,-23.66523977,-46.87571041,228,2.195121682,1,2
2920,-23.66535813,-46.86590906,225,2.501250445,1.007682805,3
2921,-23.66547588,-46.85610766,254,4.004143527,1.329371009,4
2925,-23.66594066,-46.81690141,481,2.212767941,1.023573949,2
2926,-23.66605531,-46.80709969,2362,2.247390528,1.084783847,2
2927,-23.66616934,-46.79729791,2765,3.734296486,1.031442704,4
2928,-23.66628275,-46.78749607,2609,2.50689371,1.043305934,3
2929,-23.66639554,-46.77769417,1732,3.029593834,1.150290119,3
2930,-23.66650771,-46.76789221,3717,1.823997762,1.193709714,1
2931,-23.66661926,-46.75809018,3641,1.976250937,1.015165662,1
2932,-23.66673019,-46.7482881,3624,1.945045997,1.016753454,1
2933,-23.6668405,-46.73848596,3147,2.391679669,1.258736424,2
2934,-23.66695019,-46.72868376,1988,4.019415076,2.279807905,4
2935,-23.66705926,-46.7188815,2629,3.171364672,2.470031617,4
2936,-23.66716772,-46.70907918,1845,3.465584578,1.566629383,4
2937,-23.66727555,-46.69927681,2061,4.186631641,1.490133415,4
2938,-23.66738276,-46.68947437,5676,1.905416577,1.358225785,1
2939,-23.66748936,-46.67967188,5875,2.666494615,1.611564685,3
2940,-23.66759533,-46.66986933,3674,1.697854695,1.069308711,1
2941,-23.66770068,-46.66006673,863,1.955985901,1.281837505,1
2942,-23.66780542,-46.65026407,2043,2.274252831,1.543418848,2
2943,-23.66790953,-46.64046135,2746,2.086956206,1.221794515,2
2944,-23.66801303,-46.63065858,1470,3.688793441,1.254573986,4
2945,-23.6681159,-46.62085575,2706,1.871286408,1.141284524,1
2946,-23.66821816,-46.61105286,3099,1.797159425,1.384029002,1
2947,-23.6683198,-46.60124992,3398,1.64635316,1.110829349,1
2948,-23.66842081,-46.59144693,3706,2.208400991,1.847554196,2
2949,-23.66852121,-46.58164388,993,2.356735192,1.793118021,2
2950,-23.66862099,-46.57184078,1466,2.483567282,1.187692793,3
2951,-23.66872014,-46.56203762,4554,2.104244129,1.479368335,2
2952,-23.66881868,-46.55223442,2726,2.752549162,1.526764345,3
2953,-23.6689166,-46.54243115,6425,1.685809946,1.359756851,1
2954,-23.66901389,-46.53262784,5774,2.434549312,1.721256974,2
2955,-23.66911057,-46.52282447,5563,1.914186242,1.403572662,1
2956,-23.66920663,-46.51302106,2844,2.327441337,1.659848527,2
2957,-23.66930207,-46.50321759,4461,1.600239164,1.182609411,1
2958,-23.66939688,-46.49341407,3319,2.294316891,1.117859286,2
2959,-23.66949108,-46.4836105,2366,2.507466427,1.152443345,3
2960,-23.66958466,-46.47380687,3431,2.558723653,1.378168499,3
2961,-23.66967762,-46.4640032,2674,3.651507659,1.850667621,4
2962,-23.66976996,-46.45419948,3803,2.216959691,1.49227258,2
2963,-23.66986167,-46.44439571,1920,1.694466232,1.130416496,1
2964,-23.66995277,-46.43459189,2017,1.923590572,1.086443624,1
2965,-23.67004325,-46.42478802,1845,2.346514346,1.364967289,2
2966,-23.67013311,-46.4149841,1271,1.75923351,1.032708471,1
2967,-23.67022235,-46.40518014,111,3.065296096,1.000545328,3
2973,-23.67074476,-46.34635535,72,3.484973748,2.20661557,4
2989,-23.6720287,-46.18948137,79,1.873006765,1.087304945,1
3006,-23.65461754,-47.00298438,183,3.046062431,1.005471053,3
3007,-23.6547439,-46.99318456,55,4.064310184,1.012259545,4
3019,-23.65621195,-46.8755816,70,2.965047615,1.000057195,3
3020,-23.65633026,-46.86578093,342,2.414025592,1,2
3021,-23.65644795,-46.85598019,498,2.419103112,1.646925536,2
3022,-23.65656503,-46.8461794,483,2.814558208,1.24695956,3
3024,-23.65679732,-46.82657762,65,3.756862933,1.000188535,4
3025,-23.65691254,-46.81677663,2229,1.894511969,1.059895796,1
3026,-23.65702714,-46.80697559,2145,2.488320264,1.112393298,3
3027,-23.65714112,-46.79717448,2023,2.966864354,1.15507703,3
3028,-23.65725448,-46.78737331,2789,2.469320786,1.123122243,3
3029,-23.65736722,-46.77757208,2386,2.060063394,1.098604479,2
3030,-23.65747934,-46.76777079,2796,3.371290952,1.6896685,4
3031,-23.65759085,-46.75796944,3123,1.944740542,1.149543466,1
3032,-23.65770173,-46.74816803,3156,1.866274525,1.027699453,1
3033,-23.65781199,-46.73836656,4698,2.572051878,1.269385516,3
3034,-23.65792164,-46.72856504,1899,3.197060587,1.23003114,4
3035,-23.65803066,-46.71876345,1598,4.963117885,1.527462657,4
3036,-23.65813907,-46.7089618,2415,3.894049058,2.155858531,4
3037,-23.65824686,-46.6991601,5461,2.584943691,1.584629375,3
3038,-23.65835402,-46.68935834,6621,3.049866341,1.669860227,3
3039,-23.65846057,-46.67955652,5547,2.711525079,1.470933148,3
3040,-23.6585665,-46.66975464,4820,1.656875851,1.154874142,1
3041,-23.65867181,-46.65995271,3428,2.013845527,1.229083179,1
3042,-23.6587765,-46.65015072,5354,1.835215219,1.114279507,1
3043,-23.65888057,-46.64034868,3550,2.05308464,1.261732659,2
3044,-23.65898402,-46.63054658,541,3.442502701,1.212045799,4
3045,-23.65908685,-46.62074442,1017,2.424644186,1.177251139,2
3046,-23.65918906,-46.61094221,6914,2.680875038,1.19788025,3
3047,-23.65929066,-46.60113994,4082,1.782097802,1.203203984,1
3048,-23.65939163,-46.59133762,676,3.412124116,1.782519076,4
3049,-23.65949198,-46.58153524,243,3.077276785,1.263238349,3
3050,-23.65959172,-46.57173281,3338,3.982847352,1.922803654,4
3051,-23.65969083,-46.56193033,4244,2.576094161,1.625368944,3
3052,-23.65978933,-46.5521278,2043,2.621497603,1.474319111,3
3053,-23.6598872,-46.54232521,3285,2.147651321,1.611092509,2
3054,-23.65998446,-46.53252257,8725,2.986998973,1.92783236,3
3055,-23.6600811,-46.52271987,4648,2.701655561,1.620829227,3
3056,-23.66017711,-46.51291713,410,2.467851792,2.110926667,3
3057,-23.66027251,-46.50311433,686,4.351019856,2.064678436,4
3058,-23.66036729,-46.49331148,407,3.948326095,2.054967108,4
3059,-23.66046144,-46.48350859,1499,5.979932282,1.956249349,4
3060,-23.66055498,-46.47370564,733,2.483567282,1.187692793,3
3061,-23.6606479,-46.46390264,949,2.689599999,1.410911802,3
3062,-23.6607402,-46.45409959,1028,2.22851402,1.238634772,2
3063,-23.66083188,-46.44429649,1140,2.330190776,1.098391372,2
3064,-23.66092294,-46.43449334,2031,1.908066088,1.124116955,1
3065,-23.66101338,-46.42469015,1387,2.317950693,1.034240156,2
3066,-23.6611032,-46.4148869,1119,1.808620821,1.007615646,1
3070,-23.66145628,-46.37567344,285,3.560427331,2.193524422,4
3071,-23.661543,-46.36586996,200,2.660086122,1.00040125,3
3103,-23.64520775,-47.03224392,88,2.752747321,1.001767463,3
3104,-23.64533592,-47.02244498,252,4.049427591,1.003896768,4
3106,-23.64559038,-47.0028469,349,4.685497305,1.002631329,4
3107,-23.64571669,-46.99304776,357,2.331980616,1.002760083,2
3108,-23.64584238,-46.98324855,156,2.66512288,1.001406981,3
3111,-23.64621573,-46.95385051,68,2.949117741,1,3
3116,-23.64682561,-46.90485246,55,2.097125995,1,2
3117,-23.64694573,-46.89505266,69,2.213646161,1.000319233,2
3119,-23.64718411,-46.87545285,118,2.727544561,1.026455387,3
3120,-23.64730237,-46.86565285,310,2.6987255,1,3
3121,-23.64742002,-46.85585279,1903,4.233074041,1.426504068,4
3122,-23.64753704,-46.84605267,771,3.155076052,1.763311924,4
3123,-23.64765345,-46.83625248,274,3.196700986,1.809087859,4
3124,-23.64776924,-46.82645223,98,3.438542942,1.381987793,4
3125,-23.64788441,-46.81665192,1515,1.808789559,1.048923178,1
3126,-23.64799896,-46.80685155,2122,1.704289777,1.055437877,1
3127,-23.64811289,-46.79705111,2048,2.085239153,1.213872361,2
3128,-23.6482262,-46.78725061,3507,2.076292103,1.144031111,2
3129,-23.64833889,-46.77745006,3626,1.960874383,1.149722494,1
3130,-23.64845097,-46.76764944,5555,3.453997559,1.066331701,4
3131,-23.64856242,-46.75784876,3672,3.170047722,1.67367849,4
3132,-23.64867326,-46.74804802,5799,3.276361168,1.551567564,4
3133,-23.64878348,-46.73824723,4298,2.112724898,1.149719198,2
3134,-23.64889307,-46.72844637,2277,5.236375696,3.079499851,4
3135,-23.64900205,-46.71864546,4270,3.636359385,2.259400006,4
3136,-23.64911041,-46.70884448,4393,2.797231373,2.044983654,3
3137,-23.64921815,-46.69904345,4705,1.745119243,1.345263744,1
3138,-23.64932527,-46.68924236,909,2.483567282,1.187692793,3
3139,-23.64943178,-46.67944122,2740,3.702608165,1.893772577,4
3140,-23.64953766,-46.66964001,9696,2.252490055,1.490340051,2
3141,-23.64964292,-46.65983875,4560,1.470909226,1.054017384,1
3142,-23.64974757,-46.65003743,5183,2.103903747,1.469646903,2
3143,-23.6498516,-46.64023606,6125,2.964207054,1.714436694,3
3144,-23.649955,-46.63043463,629,2.307326865,1.956093622,2
3145,-23.65005779,-46.62063315,134,2.294099813,2.212964956,2
3146,-23.65015996,-46.61083161,4190,2.038303001,1.025806537,1
3147,-23.65026151,-46.60103001,6148,2.094141033,1.027111855,2
3148,-23.65036244,-46.59122836,3226,4.985124609,2.38786628,4
3149,-23.65046275,-46.58142666,943,6.118143572,3.187201979,4
3150,-23.65056244,-46.5716249,5329,2.748469671,1.491628314,3
3151,-23.65066151,-46.56182309,2906,1.969640088,1.28022173,1
3152,-23.65075997,-46.55202123,1894,2.237809174,1.262787864,2
3153,-23.6508578,-46.54221931,3922,1.636641561,1.281849465,1
3154,-23.65095501,-46.53241735,4340,3.304421929,1.747993249,4
3155,-23.65105161,-46.52261532,1042,4.235540194,2.606612831,4
3156,-23.65114758,-46.51281325,1871,3.059081792,1.900248553,3
3157,-23.65124294,-46.50301113,1620,2.898921895,1.723216878,3
3158,-23.65133768,-46.49320895,865,3.74883316,2.330208534,4
3161,-23.65161817,-46.46380212,103,5.17334141,1.395417681,4
3162,-23.65171043,-46.45399975,1198,2.512974407,1.027974418,3
3163,-23.65180207,-46.44419732,1505,2.230801973,1.125737122,2
3164,-23.65189309,-46.43439485,1513,1.935701205,1.046303804,1
3165,-23.65198349,-46.42459232,949,2.366612258,1.007358952,2
3166,-23.65207327,-46.41478975,271,2.616448979,1.009085769,3
3170,-23.6524262,-46.37557898,117,2.097085696,1.21777112,2
3171,-23.65251289,-46.36577617,407,2.058641332,1.051198464,2
3172,-23.65259895,-46.35597332,80,3.165740424,1,4
3201,-23.63592268,-47.05170083,75,1.652807334,1.058978197,1
3203,-23.63618075,-47.0321045,198,3.194844473,1.114198246,4
3204,-23.63630886,-47.02230623,230,3.941776586,1.303917428,4
3206,-23.63656322,-47.00270949,246,3.328650856,1.019462681,4
3207,-23.63668947,-46.99291102,378,1.790747452,1.170860597,1
3210,-23.63706452,-46.9635152,65,4.271627833,1.004221589,4
3211,-23.6371883,-46.95371646,161,1.763544774,1,1
3212,-23.63731146,-46.94391765,100,2.071339081,1.001186777,2
3213,-23.637434,-46.93411878,63,1.967176479,1.00716404,1
3218,-23.63803744,-46.88512343,66,2.949573174,1.005841281,3
3219,-23.63815627,-46.87532417,189,3.868693441,1.036075768,4
3220,-23.63827448,-46.86552485,138,4.239482698,1.002987455,4
3221,-23.63839207,-46.85572546,578,2.209978453,1.003486999,2
3222,-23.63850905,-46.845926,174,4.43192498,1.033860009,4
3223,-23.6386254,-46.83612649,309,2.715202037,1.49370668,3
3224,-23.63874114,-46.82632691,117,4.477181721,1.111455732,4
3225,-23.63885626,-46.81652727,406,3.609972807,1.020334049,4
3226,-23.63897076,-46.80672757,1884,2.326031858,1.174763568,2
3227,-23.63908465,-46.7969278,2859,2.063505756,1.243810048,2
3228,-23.63919791,-46.78712798,2894,1.883683186,1.038988869,1
3229,-23.63931055,-46.77732809,2896,2.065469381,1.038009274,2
3230,-23.63942258,-46.76752815,3403,1.896700135,1.028688683,1
3231,-23.63953399,-46.75772814,4054,3.11921757,1.203329142,4
3232,-23.63964478,-46.74792807,2898,2.015248033,1.240202335,1
3233,-23.63975495,-46.73812795,5167,3.130471911,1.721359544,4
3234,-23.6398645,-46.72832776,1542,4.688630471,1.700759557,4
3235,-23.63997343,-46.71852752,3420,2.848222011,1.451410697,3
3236,-23.64008174,-46.70872722,1846,3.067686005,1.279147783,3
3237,-23.64018944,-46.69892686,3122,2.238491113,1.555658775,2
3238,-23.64029651,-46.68912644,921,2.341027468,1.188727367,2
3239,-23.64040297,-46.67932597,1892,3.06369598,1.819571987,3
3240,-23.64050881,-46.66952544,6037,2.382054894,1.426611846,2
3241,-23.64061403,-46.65972485,3574,2.082290707,1.314238521,2
3242,-23.64071863,-46.6499242,5008,2.211434002,1.272098686,2
3243,-23.64082261,-46.6401235,3857,2.077697279,1.255597619,2
3244,-23.64092597,-46.63032274,3464,4.084534158,1.17828718,4
3246,-23.64113084,-46.61072106,2987,2.004321833,1.300042268,1
3247,-23.64123235,-46.60092014,3823,2.779405632,1.183672214,3
3248,-23.64133323,-46.59111916,2022,3.716179821,1.808207814,4
3249,-23.6414335,-46.58131813,1182,4.278116107,1.898543975,4
3250,-23.64153315,-46.57151705,4144,2.087938187,1.46869037,2
3251,-23.64163218,-46.56171591,4505,1.780176032,1.348582854,1
3252,-23.64173059,-46.55191472,4630,2.095666477,1.374958067,2
3253,-23.64182838,-46.54211347,4645,2.61960269,1.700526996,3
3254,-23.64192556,-46.53231218,2031,3.361369123,1.85336346,4
3255,-23.64202211,-46.52251083,3614,2.060553001,1.367586964,2
3256,-23.64211804,-46.51270943,3149,1.969911239,1.364810582,1
3257,-23.64221336,-46.50290798,4541,2.554223143,1.544099362,3
3258,-23.64230806,-46.49310647,2527,1.736024541,1.322206803,1
3262,-23.64268065,-46.45389996,373,2.213252571,1.026411679,2
3263,-23.64277225,-46.4440982,479,2.189560451,1.097757857,2
3264,-23.64286323,-46.4342964,847,2.483567282,1.079734634,3
3265,-23.6429536,-46.42449455,145,4.620438081,1.005121811,4
3276,-23.64390671,-46.31667106,53,2.179192296,1.047801685,2
3303,-23.62715374,-47.03196515,53,2.358600012,1,2
3304,-23.62728179,-47.02216755,241,2.843314414,1.263976578,3
3306,-23.62753604,-47.00257216,214,3.971351442,1.020043045,4
3307,-23.62766224,-46.99277435,202,3.718220309,1.002563514,4
3308,-23.62778782,-46.98297649,58,2.050260641,1.001165192,2
3309,-23.62791279,-46.97317855,82,3.96430064,1.000383468,4
3311,-23.62816086,-46.95358248,80,2.981599556,1,3
3312,-23.62828396,-46.94378434,143,4.783540199,1.004116346,4
3313,-23.62840645,-46.93398614,191,2.740415361,1.004600714,3
3315,-23.62864958,-46.91438954,113,3.043912577,1.148707628,3
3318,-23.62900963,-46.88499415,106,2.132108939,1.001910472,2
3319,-23.62912841,-46.87519556,207,1.844501014,1.023547858,1
3320,-23.62924657,-46.8653969,52,2.495496822,1.01047085,3
3321,-23.62936412,-46.85559818,70,3.843308372,1,4
3322,-23.62948104,-46.8457994,57,3.607694376,1.024245593,4
3323,-23.62959735,-46.83600055,87,3.066903992,1.005475688,3
3324,-23.62971304,-46.82620165,874,2.483567282,1.187692793,3
3325,-23.62982811,-46.81640268,426,2.642159439,1.122648104,3
3326,-23.62994256,-46.80660365,1844,1.823531362,1.131612122,1
3327,-23.63005639,-46.79680455,2059,1.735761512,1.026814918,1
3328,-23.63016961,-46.7870054,2897,2.179223076,1.113585695,2
3329,-23.6302822,-46.77720619,2101,2.222276777,1.179507697,2
3330,-23.63039418,-46.76740691,3495,2.433152792,1.583781898,2
3331,-23.63050554,-46.75760758,3595,1.947665794,1.126867237,1
3332,-23.63061628,-46.74780818,3140,2.165345129,1.025282576,2
3333,-23.63072641,-46.73800873,8231,2.383540199,1.489967757,2
3334,-23.63083591,-46.72820922,5455,2.885821463,1.84982632,3
3335,-23.6309448,-46.71840964,2994,5.422206215,2.457258995,4
3336,-23.63105306,-46.70861001,6049,2.936003624,1.728269995,3
3337,-23.63116071,-46.69881033,6127,1.750419754,1.571185734,1
3338,-23.63126774,-46.68901058,4962,3.068288187,1.708317839,3
3339,-23.63137415,-46.67921078,1394,2.058494321,1.486385995,2
3340,-23.63147995,-46.66941092,3649,2.887811079,1.669225919,3
3341,-23.63158512,-46.659611,2537,2.929666794,2.258257559,3
3342,-23.63168968,-46.64981103,2128,3.415209801,1.454812797,4
3343,-23.63179361,-46.640011,11907,3.467109144,1.703706944,4
3344,-23.63189693,-46.63021091,3077,4.018503662,1.637293418,4
3345,-23.63199963,-46.62041077,3277,1.954393798,1.419605932,1
3346,-23.63210171,-46.61061057,4423,1.922552661,1.140153407,1
3347,-23.63220318,-46.60081032,5141,2.356491597,1.591240401,2
3348,-23.63230402,-46.59101002,3869,2.067020264,1.194968773,2
3349,-23.63240425,-46.58120966,2122,2.443250576,1.501443619,2
3350,-23.63250385,-46.57140924,3877,2.045803987,1.390054223,2
3351,-23.63260284,-46.56160878,4250,1.943659105,1.306634678,1
3352,-23.63270121,-46.55180826,5558,3.034373056,1.419186511,3
3353,-23.63279896,-46.54200769,1443,4.001410782,2.463475121,4
3354,-23.63289609,-46.53220706,3090,2.555203354,1.512537238,3
3355,-23.6329926,-46.52240638,3353,1.655898919,1.11264194,1
3356,-23.63308849,-46.51260565,3527,1.830463275,1.354393142,1
3357,-23.63318377,-46.50280487,2941,2.014962589,1.455265503,1
3358,-23.63327843,-46.49300404,3654,1.61543271,1.121486482,1
3359,-23.63337246,-46.48320316,545,2.763868335,1.657856491,3
3360,-23.63346588,-46.47340223,1900,2.081615781,1.070071041,2
3361,-23.63355868,-46.46360125,1555,1.691777359,1.032754895,1
3362,-23.63365086,-46.45380021,435,5.596449134,1.484544547,4
3363,-23.63374242,-46.44399913,811,2.483567282,1.187692793,3
3364,-23.63383336,-46.434198,59,2.172190209,1,2
3401,-23.61786887,-47.05141951,70,3.414695116,1.044258749,4
3402,-23.6179981,-47.04162272,180,3.055019641,1.813303938,3
3403,-23.61812672,-47.03182587,91,4.194665327,1.070445798,4
3404,-23.61825471,-47.02202894,89,3.881602313,1.000763346,4
3405,-23.61838209,-47.01223195,257,2.953867149,1.000089813,3
3406,-23.61850886,-47.00243488,863,2.483567282,1.187692793,3
3407,-23.618635,-46.99263775,107,1.805127153,1.089902616,1
3411,-23.6191334,-46.95344856,704,3.052239115,1.062457832,3
3412,-23.61925646,-46.94365109,832,2.483567282,1.187692793,3
3413,-23.61937889,-46.93385356,441,2.444706793,1.063581672,2
3414,-23.61950071,-46.92405596,1106,2.759451482,1.117643646,3
3415,-23.61962192,-46.9142583,67,5.508123,1.134553641,4
3416,-23.6197425,-46.90446057,84,2.445845596,1.009168017,2
3419,-23.62010054,-46.875067,193,2.628940386,1.028526856,3
3420,-23.62021865,-46.86526902,214,5.120431378,1.028651007,4
3421,-23.62033615,-46.85547097,140,3.132890424,1,4
3422,-23.62045302,-46.84567286,395,2.429461137,1.003512016,2
3424,-23.62068492,-46.82607645,210,2.477426671,1,3
3425,-23.62079994,-46.81627815,369,2.342770688,1.394365603,2
3426,-23.62091434,-46.80647979,1467,2.483567282,1.187692793,3
3427,-23.62102813,-46.79668137,3582,2.483567282,1.187692793,3
3428,-23.62114129,-46.78688289,3743,2.436350183,1.378207799,2
3429,-23.62125384,-46.77708434,4131,2.054479458,1.250411126,2
3430,-23.62136577,-46.76728574,2942,2.398407332,1.071954083,2
3431,-23.62147709,-46.75748708,6955,2.453149871,1.442328048,3
3432,-23.62158778,-46.74768835,4193,2.04604284,1.114431759,2
3433,-23.62169786,-46.73788957,9291,2.381675187,1.520744149,2
3434,-23.62180731,-46.72809073,4884,3.820040484,1.554057062,4
3435,-23.62191615,-46.71829183,2145,2.991930758,1.201515334,3
3436,-23.62202437,-46.70849287,977,3.821411547,1.459333259,4
3437,-23.62213198,-46.69869385,4924,3.490379511,2.321060679,4
3438,-23.62223896,-46.68889478,5908,2.212729176,1.483504988,2
3439,-23.62234533,-46.67909564,9325,2.566562025,1.640876616,3
3440,-23.62245107,-46.66929645,7577,1.576364035,1.277687569,1
3441,-23.6225562,-46.65949721,1362,4.889594397,2.31818487,4
3442,-23.62266071,-46.64969791,3270,2.254928345,1.478029429,2
3443,-23.62276461,-46.63989855,12517,2.422776001,1.678726959,2
3444,-23.62286788,-46.63009913,5874,2.595509028,1.80936616,3
3445,-23.62297054,-46.62029966,4224,2.213413939,1.460171097,2
3446,-23.62307258,-46.61050014,5498,2.342062159,1.466409905,2
3447,-23.62317399,-46.60070056,6447,3.567707878,1.848131788,4
3448,-23.62327479,-46.59090092,4173,2.035512344,1.246603844,1
3449,-23.62337498,-46.58110124,1431,3.111726145,1.875528095,4
3450,-23.62347454,-46.57130149,7960,1.884842977,1.454937643,1
3451,-23.62357349,-46.5615017,6907,1.811549893,1.418343496,1
3452,-23.62367181,-46.55170185,4795,1.872677662,1.463237578,1
3453,-23.62376952,-46.54190195,1218,3.670435607,2.269994714,4
3454,-23.62386661,-46.532102,2937,1.616226406,1.302518773,1
3455,-23.62396308,-46.52230199,3283,1.861612835,1.443723501,1
3456,-23.62405893,-46.51250193,2229,2.084655327,1.274044102,2
3457,-23.62415417,-46.50270182,2242,2.843486869,1.535500966,3
3458,-23.62424878,-46.49290166,1834,2.139697052,1.278561485,2
3459,-23.62434278,-46.48310145,1203,2.509227424,1.585552813,3
3460,-23.62443616,-46.47330119,2275,1.732273335,1.122293537,1
3461,-23.62452892,-46.46350088,1712,1.934283187,1.231513166,1
3462,-23.62462106,-46.45370052,298,3.14999076,1.448194761,4
3463,-23.62471258,-46.44390011,633,2.43692544,1.027498083,2
3466,-23.62498344,-46.41449859,128,2.273779863,1,2
3503,-23.60909968,-47.03168665,235,4.024142104,2.082193249,4
3504,-23.60922763,-47.0218904,2214,2.753469091,1.304907329,3
3505,-23.60935495,-47.01209407,233,4.411406807,1.672600061,4
3506,-23.60948166,-47.00229768,250,4.742718618,2.13921279,4
3509,-23.60985808,-46.9729081,98,2.371889163,1.308329898,2
3511,-23.61010594,-46.95331471,401,3.824481187,1.582105579,4
3512,-23.61022894,-46.94351791,1164,2.742261887,1.1560067,3
3513,-23.61035132,-46.93372105,1319,2.025832543,1.034618601,1
3514,-23.61047309,-46.92392412,1654,2.563010884,1.255090594,3
3515,-23.61059424,-46.91412713,670,2.775414152,1.104411536,3
3516,-23.61071477,-46.90433007,246,3.210787122,1.001600884,4
3517,-23.61083469,-46.89453295,775,2.483567282,1.187692793,3
3518,-23.61095398,-46.88473576,242,2.485524543,1.194145794,3
3519,-23.61107266,-46.87493851,243,3.126126726,1.030797473,4
3520,-23.61119072,-46.8651412,728,3.934322981,1.043206924,4
3521,-23.61130817,-46.85534382,520,3.031145445,1.020967972,3
3522,-23.61142499,-46.84554638,253,4.248594779,1.021150323,4
3523,-23.6115412,-46.83574888,2073,2.483427177,1.015957575,3
3524,-23.61165679,-46.82595131,102,2.340648885,1.00858001,2
3526,-23.61188612,-46.806356,102,1.33044865,1.000614311,1
3527,-23.61199985,-46.79655824,240,2.333918461,1.658980556,2
3528,-23.61211297,-46.78676043,1081,3.267993793,1.207648498,4
3529,-23.61222547,-46.77696256,2025,4.414395763,1.826914233,4
3530,-23.61233735,-46.76716463,3922,3.591434968,1.687188041,4
3531,-23.61244862,-46.75736663,3278,2.595181867,1.626923628,3
3532,-23.61255926,-46.74756858,4072,2.659775301,1.263060285,3
3533,-23.61266929,-46.73777047,8741,2.476859412,1.466739937,3
3534,-23.6127787,-46.7279723,4019,2.857248102,1.799240582,3
3535,-23.6128875,-46.71817407,1506,1.863078121,1.161599076,1
3536,-23.61299567,-46.70837578,3821,1.714363475,1.088632365,1
3537,-23.61310323,-46.69857743,4450,4.484097344,1.738825414,4
3538,-23.61321017,-46.68877903,6180,1.922423506,1.462624707,1
3539,-23.61331649,-46.67898057,11804,2.355753636,1.569542805,2
